BGreg_val Voltage stddev
0 1.41492 0.00142206
1 1.39973 0.000318707
2 1.38308 0.00130466
3 1.36453 8.88178e-16
4 1.34531 2.66454e-15
5 1.32609 6.66134e-16
6 1.30688 1.9984e-15
7 1.28115 0.000546412
8 1.25524 0.00104089
9 1.22808 0.0015692
10 1.20287 0.00166162
11 1.17484 0.00322165
12 1.14832 0.00233191
13 1.12183 0.00375886
14 1.09553 0.00217152
15 1.06763 0.00154913
16 1.04012 0.0017591
