Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.042227 0.000593997
VCC_H_1.500000_VDD_Reset 1.37734 2.44249e-15
VCC_H_1.500000_current_1V5_Run 0.0343542 0.00304627
VCC_H_1.500000_VDD_Run 1.37718 0.000698105
VCC_H_1.500000_VDD_2_R 312.1 0.7
VCC_H_1.500000_VDD_2_L 402.4 0.489898
VCC_H_1.500000_DVDD_2 434.2 0.4
VCC_H_1.500000_BG 423 0
VCC_H_1.500000_Temp 385 0
VCC_H_1.500000_VDD_H_4 235.6 0.489898
VCC_H_1.500000_OTA_R 597.3 0.458258
VCC_H_1.500000_OTA_L 564.5 0.5
VCC_H_2.000000_current_1V5_Reset 0.0422644 0.000274962
VCC_H_2.000000_VDD_Reset 1.37734 2.44249e-15
VCC_H_2.000000_current_1V5_Run 0.037384 0.00356259
VCC_H_2.000000_VDD_Run 1.3769 0.00111144
VCC_H_2.000000_VDD_2_R 311 0.894427
VCC_H_2.000000_VDD_2_L 400 0
VCC_H_2.000000_DVDD_2 432.1 0.538516
VCC_H_2.000000_BG 420.8 0.4
VCC_H_2.000000_Temp 382.3 0.458258
VCC_H_2.000000_VDD_H_4 303.4 0.489898
VCC_H_2.000000_OTA_R 595 0.632456
VCC_H_2.000000_OTA_L 561.4 0.663325
VCC_H_2.500000_current_1V5_Reset 0.0425255 7.80284e-05
VCC_H_2.500000_VDD_Reset 1.37731 0.000318707
VCC_H_2.500000_current_1V5_Run 0.0366377 0.00426093
VCC_H_2.500000_VDD_Run 1.37686 0.00114374
VCC_H_2.500000_VDD_2_R 309.1 0.7
VCC_H_2.500000_VDD_2_L 398 0
VCC_H_2.500000_DVDD_2 429.5 0.5
VCC_H_2.500000_BG 418.4 0.489898
VCC_H_2.500000_Temp 380.5 0.5
VCC_H_2.500000_VDD_H_4 372.5 0.5
VCC_H_2.500000_OTA_R 591.8 0.4
VCC_H_2.500000_OTA_L 558.4 0.489898
VCC_H_3.000000_current_1V5_Reset 0.0424385 0.000661771
VCC_H_3.000000_VDD_Reset 1.37734 2.44249e-15
VCC_H_3.000000_current_1V5_Run 0.0343468 0.00265557
VCC_H_3.000000_VDD_Run 1.37606 0.00264136
VCC_H_3.000000_VDD_2_R 309 1.09545
VCC_H_3.000000_VDD_2_L 396 0.632456
VCC_H_3.000000_DVDD_2 426.9 0.538516
VCC_H_3.000000_BG 416.1 0.3
VCC_H_3.000000_Temp 378.4 0.663325
VCC_H_3.000000_VDD_H_4 439.1 0.3
VCC_H_3.000000_OTA_R 589.5 0.5
VCC_H_3.000000_OTA_L 555.3 0.640312
