BGreg_val Voltage stddev
0 0.751773 0.00146786
1 0.740082 0.000698105
2 0.730312 1.77636e-15
3 0.718365 0.00142206
4 0.706417 0.00159643
5 0.691939 0.00370733
6 0.678166 0.0014382
7 0.664905 0.00158093
8 0.651227 0.00190552
9 0.636909 0.00117429
10 0.622015 0.0018509
11 0.608017 0.00145944
12 0.593891 0.0015754
13 0.580534 0.00198076
14 0.565736 0.0016194
15 0.551226 0.000916676
16 0.536588 0.00160028
