BGreg_val Voltage stddev
0 0.397059 0.0383063
1 0.398725 0.0370885
2 0.394849 0.0328687
3 0.39123 0.0367705
4 0.386841 0.0358717
5 0.368359 0.0330869
6 0.359519 0.0358267
7 0.345361 0.0355341
8 0.340973 0.0346393
9 0.34392 0.0317082
10 0.345457 0.0359075
11 0.352055 0.0339897
12 0.323227 0.0308336
13 0.305866 0.0597286
14 0.287192 0.0329758
15 0.244623 0.0317567
16 0.225116 0.0373822
