Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0472617 1.17961e-16
VCC_H_1.500000_VDD_Reset 1.39954 0.000817268
VCC_H_1.500000_current_1V5_Run 0.0307176 0.00327088
VCC_H_1.500000_VDD_Run 1.17875 2.44249e-15
VCC_H_1.500000_VDD_2_R 512.3 0.458258
VCC_H_1.500000_VDD_2_L 511 0
VCC_H_1.500000_DVDD_2 641 0
VCC_H_1.500000_BG 538 0
VCC_H_1.500000_Temp 557 0
VCC_H_1.500000_VDD_H_4 326.2 0.4
VCC_H_1.500000_OTA_R 718.3 0.458258
VCC_H_1.500000_OTA_L 714.9 0.3
VCC_H_2.000000_current_1V5_Reset 0.047095 0.00178406
VCC_H_2.000000_VDD_Reset 1.39954 0.000817268
VCC_H_2.000000_current_1V5_Run 0.0304987 0.00312191
VCC_H_2.000000_VDD_Run 1.17875 2.44249e-15
VCC_H_2.000000_VDD_2_R 511 0
VCC_H_2.000000_VDD_2_L 510 0
VCC_H_2.000000_DVDD_2 640 0
VCC_H_2.000000_BG 537 0
VCC_H_2.000000_Temp 556 0
VCC_H_2.000000_VDD_H_4 421.6 0.489898
VCC_H_2.000000_OTA_R 717.1 0.3
VCC_H_2.000000_OTA_L 713.4 0.489898
VCC_H_2.500000_current_1V5_Reset 0.047381 0.00116326
VCC_H_2.500000_VDD_Reset 1.39951 0.000868986
VCC_H_2.500000_current_1V5_Run 0.0312076 0.0041976
VCC_H_2.500000_VDD_Run 1.17776 0.00148142
VCC_H_2.500000_VDD_2_R 510.3 0.458258
VCC_H_2.500000_VDD_2_L 508.9 0.3
VCC_H_2.500000_DVDD_2 639 0
VCC_H_2.500000_BG 536 0
VCC_H_2.500000_Temp 555 0
VCC_H_2.500000_VDD_H_4 519 0
VCC_H_2.500000_OTA_R 716.8 0.4
VCC_H_2.500000_OTA_L 712 0
VCC_H_3.000000_current_1V5_Reset 0.0473114 0.00195515
VCC_H_3.000000_VDD_Reset 1.39932 0.00111144
VCC_H_3.000000_current_1V5_Run 0.0316877 0.00387291
VCC_H_3.000000_VDD_Run 1.17875 2.44249e-15
VCC_H_3.000000_VDD_2_R 510 0
VCC_H_3.000000_VDD_2_L 508 0
VCC_H_3.000000_DVDD_2 639 0
VCC_H_3.000000_BG 536.2 0.4
VCC_H_3.000000_Temp 555.2 0.4
VCC_H_3.000000_VDD_H_4 614.5 0.5
VCC_H_3.000000_OTA_R 716.7 0.458258
VCC_H_3.000000_OTA_L 712.4 0.489898
