BGreg_val Voltage stddev
0 0.752991 0.00220435
1 0.739121 0.0318912
2 0.733644 0.00278948
3 0.722913 0.00238391
4 0.71324 0.00187075
5 0.703246 0.00165667
6 0.689825 0.00166562
7 0.67602 0.0021901
8 0.661798 0.00174827
9 0.648312 0.00267993
10 0.634347 0.00313579
11 0.6191 0.0037101
12 0.604334 0.00268203
13 0.591393 0.00309413
14 0.576691 0.00376064
15 0.562212 0.00295244
16 0.547254 0.0023701
