InputCurrent BandgapControl RampGain OpAmpGain ResistorIdx ADCvalue
0 0 0 0 3 89
3.22549e-08 0 0 0 3 85
6.54314e-08 0 0 0 3 88
9.86078e-08 0 0 0 3 89
1.31784e-07 0 0 0 3 85
1.64961e-07 0 0 0 3 87
1.97529e-07 0 0 0 3 91
2.30882e-07 0 0 0 3 85
2.63441e-07 0 0 0 3 91
2.96794e-07 0 0 0 3 92
3.29353e-07 0 0 0 3 94
3.62706e-07 0 0 0 3 108
3.95265e-07 0 0 0 3 91
4.28618e-07 0 0 0 3 109
4.61971e-07 0 0 0 3 102
4.94529e-07 0 0 0 3 92
5.27882e-07 0 0 0 3 98
5.60441e-07 0 0 0 3 97
5.93794e-07 0 0 0 3 102
6.26353e-07 0 0 0 3 100
6.59706e-07 0 0 0 3 100
6.92377e-07 0 0 0 3 103
7.25936e-07 0 0 0 3 107
7.58696e-07 0 0 0 3 100
7.91456e-07 0 0 0 3 104
8.24216e-07 0 0 0 3 104
8.57775e-07 0 0 0 3 101
8.90534e-07 0 0 0 3 106
9.23294e-07 0 0 0 3 109
9.56853e-07 0 0 0 3 116
9.89613e-07 0 0 0 3 111
1.02237e-06 0 0 0 3 108
1.05593e-06 0 0 0 3 107
1.08869e-06 0 0 0 3 110
1.12145e-06 0 0 0 3 127
1.15421e-06 0 0 0 3 109
1.18762e-06 0 0 0 3 97
1.22097e-06 0 0 0 3 113
1.25353e-06 0 0 0 3 108
1.28688e-06 0 0 0 3 112
1.31944e-06 0 0 0 3 100
1.35297e-06 0 0 0 3 119
1.38573e-06 0 0 0 3 113
1.41849e-06 0 0 0 3 100
1.45125e-06 0 0 0 3 120
1.4848e-06 0 0 0 3 122
1.51756e-06 0 0 0 3 120
1.55032e-06 0 0 0 3 122
1.58388e-06 0 0 0 3 120
1.61664e-06 0 0 0 3 115
1.6494e-06 0 0 0 3 120
1.68235e-06 0 0 0 3 121
1.71531e-06 0 0 0 3 142
1.74827e-06 0 0 0 3 123
1.78124e-06 0 0 0 3 136
1.8142e-06 0 0 0 3 124
1.84756e-06 0 0 0 3 139
1.88091e-06 0 0 0 3 113
1.91347e-06 0 0 0 3 123
1.94682e-06 0 0 0 3 142
1.9794e-06 0 0 0 3 130
2.01296e-06 0 0 0 3 112
2.04572e-06 0 0 0 3 128
2.07848e-06 0 0 0 3 130
2.11124e-06 0 0 0 3 134
2.14479e-06 0 0 0 3 135
2.17755e-06 0 0 0 3 138
2.21031e-06 0 0 0 3 135
2.24387e-06 0 0 0 3 135
2.27663e-06 0 0 0 3 134
2.30943e-06 0 0 0 3 142
2.34239e-06 0 0 0 3 138
2.37535e-06 0 0 0 3 141
2.40831e-06 0 0 0 3 143
2.44127e-06 0 0 0 3 141
2.47499e-06 0 0 0 3 157
2.50775e-06 0 0 0 3 146
2.54051e-06 0 0 0 3 140
2.57327e-06 0 0 0 3 141
2.60683e-06 0 0 0 3 129
2.63959e-06 0 0 0 3 148
2.67235e-06 0 0 0 3 145
2.70591e-06 0 0 0 3 150
2.73867e-06 0 0 0 3 157
2.77143e-06 0 0 0 3 149
2.80499e-06 0 0 0 3 152
2.83775e-06 0 0 0 3 152
2.8705e-06 0 0 0 3 151
2.90326e-06 0 0 0 3 151
2.93682e-06 0 0 0 3 155
2.96958e-06 0 0 0 3 150
3.00234e-06 0 0 0 3 151
3.0359e-06 0 0 0 3 155
3.06866e-06 0 0 0 3 156
3.10142e-06 0 0 0 3 167
3.13498e-06 0 0 0 3 170
3.16774e-06 0 0 0 3 155
3.2005e-06 0 0 0 3 160
3.23326e-06 0 0 0 3 146
3.26682e-06 0 0 0 3 173
-nan 0 0 0 3 87
0 0 0 1 3 83
3.22549e-08 0 0 1 3 84
6.54314e-08 0 0 1 3 85
9.86078e-08 0 0 1 3 84
1.31784e-07 0 0 1 3 87
1.64961e-07 0 0 1 3 86
1.97529e-07 0 0 1 3 86
2.30882e-07 0 0 1 3 86
2.63441e-07 0 0 1 3 86
2.96794e-07 0 0 1 3 88
3.29353e-07 0 0 1 3 88
3.62706e-07 0 0 1 3 88
3.95265e-07 0 0 1 3 85
4.28618e-07 0 0 1 3 87
4.61971e-07 0 0 1 3 88
4.94529e-07 0 0 1 3 90
5.27882e-07 0 0 1 3 87
5.60441e-07 0 0 1 3 89
5.93794e-07 0 0 1 3 89
6.26353e-07 0 0 1 3 88
6.59706e-07 0 0 1 3 89
6.92377e-07 0 0 1 3 91
7.25936e-07 0 0 1 3 91
7.58696e-07 0 0 1 3 89
7.91456e-07 0 0 1 3 92
8.24216e-07 0 0 1 3 92
8.57775e-07 0 0 1 3 89
8.90534e-07 0 0 1 3 90
9.23294e-07 0 0 1 3 90
9.56853e-07 0 0 1 3 95
9.89613e-07 0 0 1 3 93
1.02237e-06 0 0 1 3 92
1.05593e-06 0 0 1 3 95
1.08869e-06 0 0 1 3 91
1.12145e-06 0 0 1 3 93
1.15421e-06 0 0 1 3 93
1.18762e-06 0 0 1 3 91
1.22097e-06 0 0 1 3 94
1.25353e-06 0 0 1 3 95
1.28688e-06 0 0 1 3 95
1.31944e-06 0 0 1 3 95
1.35297e-06 0 0 1 3 111
1.38573e-06 0 0 1 3 80
1.41849e-06 0 0 1 3 97
1.45125e-06 0 0 1 3 111
1.4848e-06 0 0 1 3 97
1.51756e-06 0 0 1 3 97
1.55032e-06 0 0 1 3 96
1.58388e-06 0 0 1 3 96
1.61664e-06 0 0 1 3 80
1.6494e-06 0 0 1 3 96
1.68235e-06 0 0 1 3 99
1.71531e-06 0 0 1 3 81
1.74827e-06 0 0 1 3 98
1.78124e-06 0 0 1 3 99
1.8142e-06 0 0 1 3 100
1.84756e-06 0 0 1 3 98
1.88091e-06 0 0 1 3 99
1.91347e-06 0 0 1 3 97
1.94682e-06 0 0 1 3 100
1.9794e-06 0 0 1 3 100
2.01296e-06 0 0 1 3 100
2.04572e-06 0 0 1 3 100
2.07848e-06 0 0 1 3 99
2.11124e-06 0 0 1 3 102
2.14479e-06 0 0 1 3 102
2.17755e-06 0 0 1 3 99
2.21031e-06 0 0 1 3 100
2.24387e-06 0 0 1 3 102
2.27663e-06 0 0 1 3 102
2.30943e-06 0 0 1 3 101
2.34239e-06 0 0 1 3 102
2.37535e-06 0 0 1 3 102
2.40831e-06 0 0 1 3 101
2.44127e-06 0 0 1 3 101
2.47499e-06 0 0 1 3 104
2.50775e-06 0 0 1 3 103
2.54051e-06 0 0 1 3 103
2.57327e-06 0 0 1 3 105
2.60683e-06 0 0 1 3 104
2.63959e-06 0 0 1 3 103
2.67235e-06 0 0 1 3 104
2.70591e-06 0 0 1 3 106
2.73867e-06 0 0 1 3 105
2.77143e-06 0 0 1 3 103
2.80499e-06 0 0 1 3 106
2.83775e-06 0 0 1 3 106
2.8705e-06 0 0 1 3 106
2.90326e-06 0 0 1 3 106
2.93682e-06 0 0 1 3 108
2.96958e-06 0 0 1 3 107
3.00234e-06 0 0 1 3 107
3.0359e-06 0 0 1 3 107
3.06866e-06 0 0 1 3 107
3.10142e-06 0 0 1 3 108
3.13498e-06 0 0 1 3 110
3.16774e-06 0 0 1 3 104
3.2005e-06 0 0 1 3 109
3.23326e-06 0 0 1 3 107
3.26682e-06 0 0 1 3 121
-nan 0 0 1 3 82
0 0 0 2 3 85
3.22549e-08 0 0 2 3 84
6.54314e-08 0 0 2 3 84
9.86078e-08 0 0 2 3 84
1.31784e-07 0 0 2 3 84
1.64961e-07 0 0 2 3 84
1.97529e-07 0 0 2 3 84
2.30882e-07 0 0 2 3 84
2.63441e-07 0 0 2 3 85
2.96794e-07 0 0 2 3 84
3.29353e-07 0 0 2 3 85
3.62706e-07 0 0 2 3 84
3.95265e-07 0 0 2 3 84
4.28618e-07 0 0 2 3 84
4.61971e-07 0 0 2 3 84
4.94529e-07 0 0 2 3 84
5.27882e-07 0 0 2 3 83
5.60441e-07 0 0 2 3 84
5.93794e-07 0 0 2 3 85
6.26353e-07 0 0 2 3 84
6.59706e-07 0 0 2 3 85
6.92377e-07 0 0 2 3 85
7.25936e-07 0 0 2 3 84
7.58696e-07 0 0 2 3 85
7.91456e-07 0 0 2 3 85
8.24216e-07 0 0 2 3 84
8.57775e-07 0 0 2 3 85
8.90534e-07 0 0 2 3 85
9.23294e-07 0 0 2 3 85
9.56853e-07 0 0 2 3 85
9.89613e-07 0 0 2 3 85
1.02237e-06 0 0 2 3 85
1.05593e-06 0 0 2 3 85
1.08869e-06 0 0 2 3 86
1.12145e-06 0 0 2 3 85
1.15421e-06 0 0 2 3 85
1.18762e-06 0 0 2 3 85
1.22097e-06 0 0 2 3 85
1.25353e-06 0 0 2 3 85
1.28688e-06 0 0 2 3 85
1.31944e-06 0 0 2 3 86
1.35297e-06 0 0 2 3 85
1.38573e-06 0 0 2 3 86
1.41849e-06 0 0 2 3 85
1.45125e-06 0 0 2 3 85
1.4848e-06 0 0 2 3 85
1.51756e-06 0 0 2 3 85
1.55032e-06 0 0 2 3 86
1.58388e-06 0 0 2 3 86
1.61664e-06 0 0 2 3 86
1.6494e-06 0 0 2 3 85
1.68235e-06 0 0 2 3 85
1.71531e-06 0 0 2 3 86
1.74827e-06 0 0 2 3 86
1.78124e-06 0 0 2 3 85
1.8142e-06 0 0 2 3 86
1.84756e-06 0 0 2 3 86
1.88091e-06 0 0 2 3 86
1.91347e-06 0 0 2 3 86
1.94682e-06 0 0 2 3 86
1.9794e-06 0 0 2 3 86
2.01296e-06 0 0 2 3 86
2.04572e-06 0 0 2 3 86
2.07848e-06 0 0 2 3 86
2.11124e-06 0 0 2 3 87
2.14479e-06 0 0 2 3 86
2.17755e-06 0 0 2 3 86
2.21031e-06 0 0 2 3 86
2.24387e-06 0 0 2 3 86
2.27663e-06 0 0 2 3 86
2.30943e-06 0 0 2 3 87
2.34239e-06 0 0 2 3 87
2.37535e-06 0 0 2 3 86
2.40831e-06 0 0 2 3 86
2.44127e-06 0 0 2 3 87
2.47499e-06 0 0 2 3 86
2.50775e-06 0 0 2 3 87
2.54051e-06 0 0 2 3 86
2.57327e-06 0 0 2 3 87
2.60683e-06 0 0 2 3 87
2.63959e-06 0 0 2 3 86
2.67235e-06 0 0 2 3 86
2.70591e-06 0 0 2 3 86
2.73867e-06 0 0 2 3 87
2.77143e-06 0 0 2 3 87
2.80499e-06 0 0 2 3 86
2.83775e-06 0 0 2 3 86
2.8705e-06 0 0 2 3 87
2.90326e-06 0 0 2 3 87
2.93682e-06 0 0 2 3 87
2.96958e-06 0 0 2 3 87
3.00234e-06 0 0 2 3 88
3.0359e-06 0 0 2 3 87
3.06866e-06 0 0 2 3 87
3.10142e-06 0 0 2 3 87
3.13498e-06 0 0 2 3 87
3.16774e-06 0 0 2 3 87
3.2005e-06 0 0 2 3 87
3.23326e-06 0 0 2 3 87
3.26682e-06 0 0 2 3 87
-nan 0 0 2 3 84
0 0 0 3 3 83
3.22549e-08 0 0 3 3 84
6.54314e-08 0 0 3 3 83
9.86078e-08 0 0 3 3 84
1.31784e-07 0 0 3 3 84
1.64961e-07 0 0 3 3 83
1.97529e-07 0 0 3 3 84
2.30882e-07 0 0 3 3 84
2.63441e-07 0 0 3 3 84
2.96794e-07 0 0 3 3 84
3.29353e-07 0 0 3 3 84
3.62706e-07 0 0 3 3 83
3.95265e-07 0 0 3 3 84
4.28618e-07 0 0 3 3 84
4.61971e-07 0 0 3 3 84
4.94529e-07 0 0 3 3 84
5.27882e-07 0 0 3 3 84
5.60441e-07 0 0 3 3 84
5.93794e-07 0 0 3 3 84
6.26353e-07 0 0 3 3 84
6.59706e-07 0 0 3 3 85
6.92377e-07 0 0 3 3 84
7.25936e-07 0 0 3 3 85
7.58696e-07 0 0 3 3 85
7.91456e-07 0 0 3 3 84
8.24216e-07 0 0 3 3 85
8.57775e-07 0 0 3 3 85
8.90534e-07 0 0 3 3 85
9.23294e-07 0 0 3 3 84
9.56853e-07 0 0 3 3 85
9.89613e-07 0 0 3 3 86
1.02237e-06 0 0 3 3 84
1.05593e-06 0 0 3 3 85
1.08869e-06 0 0 3 3 84
1.12145e-06 0 0 3 3 85
1.15421e-06 0 0 3 3 85
1.18762e-06 0 0 3 3 85
1.22097e-06 0 0 3 3 85
1.25353e-06 0 0 3 3 85
1.28688e-06 0 0 3 3 85
1.31944e-06 0 0 3 3 85
1.35297e-06 0 0 3 3 85
1.38573e-06 0 0 3 3 85
1.41849e-06 0 0 3 3 85
1.45125e-06 0 0 3 3 85
1.4848e-06 0 0 3 3 85
1.51756e-06 0 0 3 3 85
1.55032e-06 0 0 3 3 86
1.58388e-06 0 0 3 3 85
1.61664e-06 0 0 3 3 86
1.6494e-06 0 0 3 3 85
1.68235e-06 0 0 3 3 86
1.71531e-06 0 0 3 3 85
1.74827e-06 0 0 3 3 86
1.78124e-06 0 0 3 3 86
1.8142e-06 0 0 3 3 85
1.84756e-06 0 0 3 3 86
1.88091e-06 0 0 3 3 85
1.91347e-06 0 0 3 3 86
1.94682e-06 0 0 3 3 85
1.9794e-06 0 0 3 3 86
2.01296e-06 0 0 3 3 86
2.04572e-06 0 0 3 3 86
2.07848e-06 0 0 3 3 86
2.11124e-06 0 0 3 3 86
2.14479e-06 0 0 3 3 86
2.17755e-06 0 0 3 3 86
2.21031e-06 0 0 3 3 86
2.24387e-06 0 0 3 3 86
2.27663e-06 0 0 3 3 86
2.30943e-06 0 0 3 3 86
2.34239e-06 0 0 3 3 86
2.37535e-06 0 0 3 3 86
2.40831e-06 0 0 3 3 86
2.44127e-06 0 0 3 3 86
2.47499e-06 0 0 3 3 87
2.50775e-06 0 0 3 3 86
2.54051e-06 0 0 3 3 86
2.57327e-06 0 0 3 3 86
2.60683e-06 0 0 3 3 86
2.63959e-06 0 0 3 3 86
2.67235e-06 0 0 3 3 87
2.70591e-06 0 0 3 3 86
2.73867e-06 0 0 3 3 86
2.77143e-06 0 0 3 3 86
2.80499e-06 0 0 3 3 86
2.83775e-06 0 0 3 3 87
2.8705e-06 0 0 3 3 86
2.90326e-06 0 0 3 3 86
2.93682e-06 0 0 3 3 87
2.96958e-06 0 0 3 3 87
3.00234e-06 0 0 3 3 87
3.0359e-06 0 0 3 3 87
3.06866e-06 0 0 3 3 87
3.10142e-06 0 0 3 3 87
3.13498e-06 0 0 3 3 87
3.16774e-06 0 0 3 3 87
3.2005e-06 0 0 3 3 87
3.23326e-06 0 0 3 3 86
3.26682e-06 0 0 3 3 87
-nan 0 0 3 3 84
0 0 0 4 3 84
3.22549e-08 0 0 4 3 84
6.54314e-08 0 0 4 3 84
9.86078e-08 0 0 4 3 84
1.31784e-07 0 0 4 3 83
1.64961e-07 0 0 4 3 84
1.97529e-07 0 0 4 3 84
2.30882e-07 0 0 4 3 83
2.63441e-07 0 0 4 3 84
2.96794e-07 0 0 4 3 84
3.29353e-07 0 0 4 3 84
3.62706e-07 0 0 4 3 84
3.95265e-07 0 0 4 3 83
4.28618e-07 0 0 4 3 84
4.61971e-07 0 0 4 3 84
4.94529e-07 0 0 4 3 84
5.27882e-07 0 0 4 3 84
5.60441e-07 0 0 4 3 84
5.93794e-07 0 0 4 3 84
6.26353e-07 0 0 4 3 84
6.59706e-07 0 0 4 3 84
6.92377e-07 0 0 4 3 84
7.25936e-07 0 0 4 3 84
7.58696e-07 0 0 4 3 84
7.91456e-07 0 0 4 3 84
8.24216e-07 0 0 4 3 84
8.57775e-07 0 0 4 3 84
8.90534e-07 0 0 4 3 84
9.23294e-07 0 0 4 3 84
9.56853e-07 0 0 4 3 84
9.89613e-07 0 0 4 3 84
1.02237e-06 0 0 4 3 84
1.05593e-06 0 0 4 3 84
1.08869e-06 0 0 4 3 84
1.12145e-06 0 0 4 3 84
1.15421e-06 0 0 4 3 84
1.18762e-06 0 0 4 3 84
1.22097e-06 0 0 4 3 84
1.25353e-06 0 0 4 3 84
1.28688e-06 0 0 4 3 84
1.31944e-06 0 0 4 3 84
1.35297e-06 0 0 4 3 84
1.38573e-06 0 0 4 3 84
1.41849e-06 0 0 4 3 84
1.45125e-06 0 0 4 3 84
1.4848e-06 0 0 4 3 84
1.51756e-06 0 0 4 3 84
1.55032e-06 0 0 4 3 84
1.58388e-06 0 0 4 3 84
1.61664e-06 0 0 4 3 84
1.6494e-06 0 0 4 3 84
1.68235e-06 0 0 4 3 84
1.71531e-06 0 0 4 3 84
1.74827e-06 0 0 4 3 84
1.78124e-06 0 0 4 3 84
1.8142e-06 0 0 4 3 84
1.84756e-06 0 0 4 3 84
1.88091e-06 0 0 4 3 84
1.91347e-06 0 0 4 3 84
