time bgo rtch3gain ltch3gain rtrg ltrg rtog ltog hvfreq ch0la ch0lb ch1l ch2l ch3l ch4l ch5l ch6l ch0ra ch0rb ch1r ch2r ch3r ch4r ch5r ch6r
1528827114 0 0 1 3 3 0 0 1 49 369 525 526 39 452 698 38 775 775 245 280 541 269 720 97
1528827115 0 0 1 3 3 0 0 1 49 369 525 525 39 452 698 38 736 893 245 280 540 269 720 97
1528827116 0 0 1 3 3 0 0 1 305 191 524 525 39 452 698 41 445 381 245 280 542 269 721 97
1528827117 0 0 1 3 3 0 0 1 49 92 525 525 39 452 698 38 426 381 245 279 545 269 720 97
1528827118 0 0 1 3 3 0 0 1 305 113 525 526 39 452 698 37 425 892 245 280 544 269 720 97
1528827120 0 0 1 3 3 0 0 1 49 95 525 525 39 452 698 33 380 381 245 280 546 270 721 97
1528827121 0 0 1 3 3 0 0 1 49 113 525 526 39 452 698 39 381 380 245 280 537 269 721 97
1528827122 0 0 1 3 3 0 0 1 49 113 525 525 40 452 698 47 380 381 245 280 543 270 721 97
1528827123 0 0 1 3 3 0 0 1 49 113 524 525 39 451 698 42 380 381 245 279 544 269 720 97
1528827124 0 0 1 3 3 0 0 1 49 113 525 525 39 452 698 38 263 775 245 280 541 269 721 97
1528827125 0 0 1 3 3 0 0 1 49 369 525 525 39 452 698 37 263 775 245 280 544 270 720 97
1528827126 0 0 1 3 3 0 0 1 49 369 525 525 43 452 698 44 263 775 245 280 544 269 721 97
1528827128 0 0 1 3 3 0 0 1 49 112 525 526 39 452 698 39 263 775 246 280 545 269 721 97
1528827129 0 0 1 3 3 0 0 1 49 369 525 525 39 452 698 37 263 775 245 280 540 269 720 97
1528827130 0 0 1 3 3 0 0 1 49 368 524 525 39 452 698 35 263 775 245 280 542 270 720 97
1528827131 0 0 1 3 3 0 0 1 369 308 525 525 39 452 698 43 575 893 245 280 544 270 721 97
1528827132 0 0 1 3 3 0 0 1 369 155 525 525 39 452 698 37 583 380 245 280 542 270 720 97
1528827133 0 0 1 3 3 0 0 1 305 88 525 525 39 452 698 38 401 380 245 280 546 269 721 97
1528827134 0 0 1 3 3 0 0 1 49 113 525 525 43 452 698 34 380 380 245 280 541 269 720 97
1528827136 0 0 1 3 3 0 0 1 49 113 524 525 43 452 698 33 381 380 245 280 541 270 720 97
1528827137 0 0 1 3 3 0 0 1 49 369 525 525 39 451 698 37 263 775 245 280 545 270 720 97
1528827138 0 0 1 3 3 0 0 1 49 369 525 525 39 452 698 43 740 892 245 280 541 269 721 97
1528827139 0 0 1 3 3 0 0 1 305 250 525 525 39 452 698 35 625 892 245 280 546 269 721 97
1528827140 0 0 1 3 3 0 0 1 305 298 525 526 39 452 698 33 494 892 245 280 547 269 721 97
1528827141 0 0 1 3 3 0 0 1 305 113 525 526 39 452 698 43 505 893 245 280 543 270 721 97
1528827142 0 0 1 3 3 0 0 1 49 113 525 525 39 451 698 36 380 381 246 280 545 270 721 97
1528827144 0 0 1 3 3 0 0 1 48 113 525 525 39 452 698 36 380 380 245 280 542 270 721 97
1528827145 0 0 1 3 3 0 0 1 49 369 524 525 39 452 698 39 263 775 246 280 541 270 721 97
1528827146 0 0 1 3 3 0 0 1 49 369 525 526 40 452 698 39 263 775 245 280 544 269 720 97
1528827147 0 0 1 3 3 0 0 1 305 369 525 525 39 452 698 36 659 893 246 280 541 270 721 97
1528827148 0 0 1 3 3 0 0 1 48 173 525 525 39 452 698 42 511 381 245 280 544 269 721 97
1528827149 0 0 1 3 3 0 0 1 48 215 525 525 39 452 698 50 528 380 245 280 540 270 720 97
1528827150 0 0 1 3 3 0 0 1 49 56 525 525 39 451 698 40 380 380 245 280 543 269 720 97
1528827152 0 0 1 3 3 0 0 1 49 369 525 525 39 452 698 44 380 775 246 280 546 269 721 97
1528827153 0 0 1 3 3 0 0 1 49 369 524 525 40 452 698 47 263 775 245 280 542 270 721 97
1528827154 0 0 1 3 3 0 0 1 369 320 525 525 39 452 698 44 528 892 246 280 541 270 720 97
1528827155 0 0 1 3 3 0 0 1 304 145 525 525 39 452 698 38 508 380 245 280 545 269 721 97
1528827156 0 0 1 3 3 0 0 1 48 55 524 525 39 452 698 38 380 381 245 280 540 269 721 97
1528827157 0 0 1 3 3 0 0 1 48 368 525 525 43 452 698 38 380 380 245 280 543 269 721 97
1528827158 0 0 1 3 3 0 0 1 48 368 524 525 39 452 698 34 381 775 245 280 546 270 721 97
1528827160 0 0 1 3 3 0 0 1 48 369 524 525 39 451 698 46 263 380 246 280 544 269 721 97
1528827161 0 0 1 3 3 0 0 1 48 369 524 525 39 452 698 44 263 775 245 280 541 270 720 97
1528827162 0 0 1 3 3 0 0 1 48 369 524 525 39 452 698 37 726 775 246 280 540 269 721 97
1528827163 0 0 1 3 3 0 0 1 304 316 524 525 39 452 698 44 554 892 245 280 546 269 721 97
1528827164 0 0 1 3 3 0 0 1 304 170 525 526 39 452 698 36 532 381 245 280 542 269 721 97
1528827165 0 0 1 3 3 0 0 1 48 113 524 525 40 452 698 45 380 380 245 280 545 269 721 97
1528827166 0 0 1 3 3 0 0 1 48 113 525 525 36 452 698 38 381 380 246 280 541 269 720 97
1528827168 0 0 1 3 3 0 0 1 48 369 525 526 39 451 698 41 263 775 245 280 542 269 720 97
1528827169 0 0 1 3 3 0 0 1 369 294 525 525 39 452 698 44 612 892 245 280 540 270 721 97
1528827170 0 0 1 3 3 0 0 1 48 215 525 526 39 451 698 39 638 380 246 280 545 270 721 97
1528827171 0 0 1 3 3 0 0 1 304 113 525 526 39 452 698 36 380 381 245 280 542 269 720 97
1528827172 0 0 1 3 3 0 0 1 48 113 525 526 39 451 698 47 380 380 245 280 541 270 721 97
1528827173 0 0 1 3 3 0 0 1 48 113 525 525 43 452 698 41 380 380 245 280 542 269 720 97
1528827174 0 0 1 3 3 0 0 1 48 369 524 525 39 451 698 39 263 775 245 280 546 270 721 97
1528827176 0 0 1 3 3 0 0 1 48 339 524 526 39 452 698 36 723 775 245 280 541 269 720 97
1528827177 0 0 1 3 3 0 0 1 304 234 525 526 39 452 698 34 683 892 245 280 541 269 721 97
1528827178 0 0 1 3 3 0 0 1 48 76 525 526 39 452 698 41 450 381 245 280 540 269 720 97
1528827179 0 0 1 3 3 0 0 1 304 85 524 525 39 452 698 42 423 381 246 280 542 270 721 97
1528827180 0 0 1 3 3 0 0 1 48 113 525 525 39 452 698 44 380 381 245 280 542 270 721 97
1528827181 0 0 1 3 3 0 0 1 48 113 524 525 40 452 698 32 380 380 245 280 544 269 720 97
1528827182 0 0 1 3 3 0 0 1 48 369 525 525 39 451 698 42 380 775 246 280 542 269 721 97
1528827184 0 0 1 3 3 0 0 1 48 369 525 525 39 452 698 37 263 775 245 280 546 269 720 97
1528827185 0 0 1 3 3 0 0 1 48 369 525 525 39 452 698 35 637 892 245 280 545 270 721 97
1528827186 0 0 1 3 3 0 0 1 304 259 525 525 40 452 698 44 703 893 245 280 546 269 721 97
1528827187 0 0 1 3 3 0 0 1 48 233 525 525 39 452 698 42 515 892 245 280 541 270 721 97
1528827188 0 0 1 3 3 0 0 1 304 174 525 525 39 452 698 37 461 380 245 280 540 269 721 97
1528827189 0 0 1 3 3 0 0 1 48 121 525 525 39 451 698 40 446 892 245 280 543 270 721 97
1528827190 0 0 1 3 3 0 0 1 48 78 525 525 39 452 698 37 380 381 245 280 546 269 720 97
1528827192 0 0 1 3 3 0 0 1 48 61 525 526 39 451 698 40 385 380 245 280 544 270 720 97
1528827193 0 0 1 3 3 0 0 1 48 113 525 525 39 452 698 41 380 380 245 280 540 269 720 97
1528827194 0 0 1 3 3 0 0 1 48 369 525 525 39 452 698 39 263 775 245 280 542 270 720 97
1528827195 0 0 1 3 3 0 0 1 48 369 525 525 39 452 698 34 718 892 246 280 547 269 721 97
1528827196 0 0 1 3 3 0 0 1 48 180 524 525 40 451 698 44 487 380 245 280 546 269 721 97
1528827197 0 0 1 3 3 0 0 1 48 113 525 525 39 451 698 43 381 381 246 280 540 270 721 97
1528827198 0 0 1 3 3 0 0 1 48 368 525 525 39 452 698 37 380 380 245 280 540 270 721 97
1528827200 0 0 1 3 3 0 0 1 48 369 525 525 39 452 698 44 380 380 245 280 542 269 720 97
1528827201 0 0 1 3 3 0 0 1 48 369 525 526 39 452 698 42 380 380 245 280 543 269 721 97
1528827202 0 0 1 3 3 0 0 1 48 369 525 526 40 452 698 39 263 775 246 280 541 269 720 97
1528827203 0 0 1 3 3 0 0 1 48 369 524 525 39 452 698 35 263 775 246 281 540 269 721 97
1528827204 0 0 1 3 3 0 0 1 304 291 525 525 39 451 698 37 563 892 246 280 545 269 721 97
1528827205 0 0 1 3 3 0 0 1 304 197 525 525 39 452 698 36 735 893 245 280 545 270 721 97
1528827206 0 0 1 3 3 0 0 1 47 112 525 525 39 452 698 35 381 380 246 280 545 270 721 97
1528827208 0 0 1 3 3 0 0 1 48 113 525 525 39 452 698 45 380 380 245 280 542 270 721 97
1528827209 0 0 1 3 3 0 0 1 48 112 525 525 39 452 698 42 263 775 245 280 540 269 721 97
1528827210 0 0 1 3 3 0 0 1 47 368 525 525 36 452 698 34 263 380 246 280 544 269 721 97
1528827211 0 0 1 3 3 0 0 1 48 369 525 525 39 452 698 39 263 775 245 280 543 270 721 97
1528827212 0 0 1 3 3 0 0 1 369 287 525 525 39 452 698 42 472 380 246 280 542 270 721 97
1528827213 0 0 1 3 3 0 0 1 48 60 525 525 40 452 698 40 430 380 245 280 547 270 721 97
1528827214 0 0 1 3 3 0 0 1 47 369 525 525 43 452 698 38 381 775 245 280 541 270 721 97
1528827216 0 0 1 3 3 0 0 1 48 369 525 525 40 452 698 39 263 775 245 280 543 269 721 97
1528827217 0 0 1 3 3 0 0 1 368 330 524 525 39 452 698 37 499 892 245 280 541 269 720 97
1528827218 0 0 1 3 3 0 0 1 48 113 525 525 39 451 698 34 381 381 245 280 543 270 721 97
1528827219 0 0 1 3 3 0 0 1 48 112 525 525 39 452 698 41 380 380 245 280 544 270 721 97
1528827220 0 0 1 3 3 0 0 1 48 369 525 525 39 452 698 40 263 775 246 280 545 270 721 97
1528827221 0 0 1 3 3 0 0 1 48 369 525 526 39 452 698 35 380 775 245 280 547 269 721 97
1528827222 0 0 1 3 3 0 0 1 48 369 525 525 39 452 698 41 263 775 245 281 545 270 720 97
1528827224 0 0 1 3 3 0 0 1 48 368 525 525 39 452 698 36 263 775 245 280 547 270 721 97
1528827225 0 0 1 3 3 0 0 1 48 368 525 525 39 452 698 39 775 775 246 280 545 269 721 97
1528827226 0 0 1 3 3 0 0 1 303 187 525 525 40 452 698 42 676 892 245 280 546 269 720 97
1528827227 0 0 1 3 3 0 0 1 303 170 525 526 39 452 698 40 456 380 245 280 545 269 720 97
1528827228 0 0 1 3 3 0 0 1 47 143 525 525 39 452 698 38 543 380 246 280 546 269 720 97
1528827229 0 0 1 3 3 0 0 1 303 211 525 526 39 452 698 32 511 380 246 280 541 270 721 97
1528827230 0 0 1 3 3 0 0 1 48 60 525 525 39 452 698 41 380 381 245 280 542 269 720 97
1528827232 0 0 1 3 3 0 0 1 47 113 525 526 39 452 698 34 380 380 245 280 546 270 720 97
1528827233 0 0 1 3 3 0 0 1 47 113 525 525 39 452 698 45 380 380 245 280 540 269 720 97
1528827234 0 0 1 3 3 0 0 1 47 369 525 526 39 452 698 38 380 380 245 280 547 270 720 97
1528827235 0 0 1 3 3 0 0 1 47 369 525 525 40 452 698 40 263 775 245 280 547 269 721 97
1528827236 0 0 1 3 3 0 0 1 47 369 525 525 39 452 698 36 263 775 245 280 543 270 721 97
1528827237 0 0 1 3 3 0 0 1 303 210 525 526 39 452 698 44 445 381 245 280 541 269 720 97
1528827238 0 0 1 3 3 0 0 1 47 60 525 525 39 452 698 37 458 380 245 280 544 269 720 97
1528827240 0 0 1 3 3 0 0 1 47 113 525 525 39 452 698 37 380 380 245 280 545 269 721 97
1528827241 0 0 1 3 3 0 0 1 47 369 525 526 43 452 698 42 381 775 245 280 543 270 721 97
1528827242 0 0 1 3 3 0 0 1 47 369 525 526 40 452 698 41 263 892 245 280 543 269 721 97
1528827243 0 0 1 3 3 0 0 1 47 184 525 525 39 452 698 36 565 892 245 280 542 270 721 97
1528827244 0 0 1 3 3 0 0 1 47 113 525 525 39 451 698 38 380 381 245 280 540 269 721 97
1528827245 0 0 1 3 3 0 0 1 47 113 525 525 39 451 698 41 380 380 245 280 542 269 720 97
1528827246 0 0 1 3 3 0 0 1 47 369 525 526 36 451 698 35 381 775 246 280 542 269 720 97
1528827248 0 0 1 3 3 0 0 1 47 369 525 525 39 451 698 37 263 775 245 280 546 269 721 97
1528827249 0 0 1 3 3 0 0 1 303 368 525 525 39 451 698 44 665 893 245 280 544 269 721 97
1528827250 0 0 1 3 3 0 0 1 369 254 525 526 39 452 699 35 601 892 245 280 541 270 721 97
1528827251 0 0 1 3 3 0 0 1 47 112 525 525 40 452 698 39 380 380 246 280 541 269 720 97
1528827252 0 0 1 3 3 0 0 1 47 113 525 526 39 451 698 42 380 381 246 281 542 270 721 97
1528827253 0 0 1 3 3 0 0 1 47 369 525 525 39 452 698 33 263 380 245 280 542 269 721 97
1528827254 0 0 1 3 3 0 0 1 47 369 525 525 39 452 698 38 263 775 245 280 546 269 721 97
1528827256 0 0 1 3 3 0 0 1 47 369 525 525 39 451 698 34 731 892 246 280 543 269 720 97
1528827257 0 0 1 3 3 0 0 1 303 69 525 525 39 452 698 39 407 381 246 281 547 269 721 97
1528827258 0 0 1 3 3 0 0 1 47 368 525 525 39 452 698 40 380 775 246 280 545 269 721 97
1528827259 0 0 1 3 3 0 0 1 47 369 524 526 39 452 698 42 263 775 245 280 541 269 720 97
1528827260 0 0 1 3 3 0 0 1 47 326 524 526 39 452 698 45 734 892 245 280 542 269 721 97
1528827261 0 0 1 3 3 0 0 1 303 110 525 526 39 452 698 34 556 380 245 280 541 269 721 97
1528827262 0 0 1 3 3 0 0 1 47 112 525 525 39 451 698 37 380 380 245 280 541 269 720 97
1528827264 0 0 1 3 3 0 0 1 47 112 525 526 39 451 698 40 380 380 245 280 545 269 720 97
1528827265 0 0 1 3 3 0 0 1 47 369 525 525 39 451 698 37 380 381 245 280 541 269 720 97
1528827266 0 0 1 3 3 0 0 1 47 369 525 526 43 452 698 36 380 775 246 280 542 269 721 97
1528827267 0 0 1 3 3 0 0 1 47 369 525 526 39 452 698 35 775 775 245 280 542 269 721 97
1528827268 0 0 1 3 3 0 0 1 303 369 525 525 39 452 698 45 649 775 245 280 544 269 720 97
1528827269 0 0 1 3 3 0 0 1 47 158 525 526 39 451 698 38 528 892 245 280 540 269 721 97
1528827270 0 0 1 3 3 0 0 1 303 118 525 525 39 452 698 35 469 381 246 280 545 270 721 97
1528827272 0 0 1 3 3 0 0 1 47 112 525 525 39 451 698 38 380 380 245 280 542 269 721 97
1528827273 0 0 1 3 3 0 0 1 47 369 525 525 39 452 698 37 380 380 246 281 541 269 721 97
1528827274 0 0 1 3 3 0 0 1 47 113 525 525 43 452 698 51 380 381 245 281 543 269 721 97
1528827275 0 0 1 3 3 0 0 1 47 369 525 526 39 452 698 47 735 775 245 280 543 269 720 97
1528827276 0 0 1 3 3 0 0 1 47 369 524 526 40 451 698 36 626 775 245 280 541 269 720 97
1528827277 0 0 1 3 3 0 0 1 303 218 525 525 39 452 698 38 414 380 245 280 540 269 720 97
1528827278 0 0 1 3 3 0 0 1 303 94 525 525 39 451 698 35 380 380 246 280 545 270 721 97
1528827280 0 0 1 3 3 0 0 1 47 369 525 525 40 452 698 47 380 775 245 281 545 269 720 97
1528827281 0 0 1 3 3 0 0 1 47 369 525 525 39 452 698 37 263 775 245 280 542 270 721 97
1528827282 0 0 1 3 3 0 0 1 47 369 525 526 39 452 698 35 263 775 244 280 544 269 721 97
1528827283 0 0 1 3 3 0 0 1 47 369 525 525 39 451 698 41 726 775 245 281 544 270 721 97
1528827284 0 0 1 3 3 0 0 1 303 180 524 525 39 451 698 35 555 380 245 280 543 269 721 97
1528827285 0 0 1 3 3 0 0 1 303 106 525 525 39 452 698 41 402 380 245 280 543 270 721 97
1528827286 0 0 1 3 3 0 0 1 47 113 525 525 36 452 698 40 380 775 245 281 545 269 720 97
1528827288 0 0 1 3 3 0 0 1 47 369 525 525 39 451 698 38 263 775 245 280 542 269 720 97
1528827289 0 0 1 3 3 0 0 1 47 354 525 526 39 452 698 35 506 892 245 280 547 270 720 97
1528827290 0 0 1 3 3 0 0 1 47 237 524 526 39 451 698 37 667 892 245 281 540 270 721 97
1528827291 0 0 1 3 3 0 0 1 47 113 525 525 39 452 698 40 380 380 245 280 542 270 721 97
1528827292 0 0 1 3 3 0 0 1 47 368 525 526 39 452 698 40 381 380 246 281 546 270 721 97
1528827293 0 0 1 3 3 0 0 1 47 369 525 526 39 452 698 36 263 775 245 280 544 269 721 97
1528827294 0 0 1 3 3 0 0 1 47 369 525 525 39 452 698 44 775 775 246 281 547 269 721 97
1528827296 0 0 1 3 3 0 0 1 368 336 525 526 40 452 698 39 612 892 245 281 542 269 721 97
1528827297 0 0 1 3 3 0 0 1 47 113 525 526 40 452 698 40 410 381 245 280 542 269 721 97
1528827298 0 0 1 3 3 0 0 1 47 113 524 526 39 451 698 38 555 380 246 280 543 270 721 97
1528827299 0 0 1 3 3 0 0 1 47 113 525 525 39 452 698 43 380 380 246 281 545 269 720 97
1528827300 0 0 1 3 3 0 0 1 47 369 524 525 39 451 698 38 380 775 245 281 548 269 721 97
1528827301 0 0 1 3 3 0 0 1 47 368 525 526 39 452 698 41 264 775 245 280 546 270 720 97
1528827302 0 0 1 3 3 0 0 1 47 369 525 526 39 452 698 38 263 775 245 280 546 269 721 97
1528827304 0 0 1 3 3 0 0 1 47 369 525 526 39 452 698 38 769 775 245 280 541 269 720 97
1528827305 0 0 1 3 3 0 0 1 47 369 525 525 39 452 698 39 655 892 245 280 546 270 721 97
1528827306 0 0 1 3 3 0 0 1 47 113 525 526 39 452 698 41 380 380 245 280 541 269 721 97
1528827307 0 0 1 3 3 0 0 1 46 113 525 526 40 452 698 38 380 380 245 280 542 269 721 97
1528827308 0 0 1 3 3 0 0 1 47 368 525 526 43 452 698 41 380 380 245 280 542 270 720 97
1528827309 0 0 1 3 3 0 0 1 47 369 525 526 43 451 699 42 263 775 245 281 547 270 721 97
1528827310 0 0 1 3 3 0 0 1 47 369 525 525 39 452 698 39 263 775 246 281 546 269 721 97
1528827312 0 0 1 3 3 0 0 1 303 284 525 526 40 451 698 43 547 380 246 281 544 270 721 97
1528827313 0 0 1 3 3 0 0 1 369 113 525 526 39 451 698 38 382 380 245 280 546 269 720 97
1528827314 0 0 1 3 3 0 0 1 47 113 524 526 40 452 698 34 380 380 245 280 542 269 720 97
1528827315 0 0 1 3 3 0 0 1 47 113 525 526 43 451 698 40 380 381 245 281 542 269 721 97
1528827316 0 0 1 3 3 0 0 1 46 369 525 526 40 451 698 43 263 893 246 280 545 269 721 97
1528827317 0 0 1 3 3 0 0 1 369 300 525 525 39 452 698 43 633 380 245 280 541 270 720 97
1528827318 0 0 1 3 3 0 0 1 47 113 525 526 39 452 698 39 380 380 246 280 543 269 721 97
1528827320 0 0 1 3 3 0 0 1 46 369 525 526 43 452 698 36 381 380 245 281 543 270 721 97
1528827321 0 0 1 3 3 0 0 1 47 368 525 525 40 451 698 40 263 775 245 280 541 269 721 97
1528827322 0 0 1 3 3 0 0 1 47 369 525 526 39 452 698 42 707 892 246 280 546 269 721 97
1528827323 0 0 1 3 3 0 0 1 46 212 525 525 39 451 698 36 415 380 245 280 543 269 720 97
1528827324 0 0 1 3 3 0 0 1 46 59 524 526 40 451 698 40 380 380 246 280 542 269 720 97
1528827325 0 0 1 3 3 0 0 1 46 369 525 525 39 451 698 40 380 380 245 280 541 270 721 97
1528827326 0 0 1 3 3 0 0 1 46 369 525 526 36 452 698 41 380 380 246 280 546 269 721 97
1528827328 0 0 1 3 3 0 0 1 47 369 525 525 43 452 698 38 380 380 245 280 546 270 720 97
1528827329 0 0 1 3 3 0 0 1 47 368 526 526 39 452 698 36 263 775 246 280 546 269 720 97
1528827330 0 0 1 3 3 0 0 1 46 369 525 525 39 451 698 41 668 892 246 281 541 270 721 97
1528827331 0 0 1 3 3 0 0 1 303 299 525 526 40 452 698 40 551 892 245 280 543 270 721 97
1528827332 0 0 1 3 3 0 0 1 46 191 525 525 39 451 698 34 529 380 245 280 543 270 721 97
1528827333 0 0 1 3 3 0 0 1 46 113 525 526 39 451 698 39 381 380 245 280 543 269 721 97
1528827334 0 0 1 3 3 0 0 1 47 369 525 526 39 452 698 38 263 775 245 280 547 269 721 97
1528827336 0 0 1 3 3 0 0 1 302 343 525 526 39 452 698 37 568 892 246 280 542 269 720 97
1528827337 0 0 1 3 3 0 0 1 303 64 525 525 39 451 698 35 460 380 245 281 547 269 720 97
1528827338 0 0 1 3 3 0 0 1 47 113 525 525 39 451 698 40 263 775 245 281 543 269 721 97
1528827339 0 0 1 3 3 0 0 1 47 369 524 526 39 452 698 39 771 775 246 281 540 269 720 97
1528827340 0 0 1 3 3 0 0 1 302 300 525 526 40 452 698 34 617 775 245 280 547 269 720 97
1528827341 0 0 1 3 3 0 0 1 302 206 525 525 39 452 698 47 497 380 246 281 547 270 721 97
1528827342 0 0 1 3 3 0 0 1 46 113 525 526 39 452 698 39 380 380 245 281 544 269 720 97
1528827343 0 0 1 3 3 0 0 1 46 369 525 525 39 452 698 38 263 775 246 280 543 269 720 97
1528827345 0 0 1 3 3 0 0 1 302 369 525 526 39 451 698 41 263 775 245 280 546 270 720 97
1528827346 0 0 1 3 3 0 0 1 46 369 525 526 39 452 699 37 775 775 246 280 541 269 721 97
1528827347 0 0 1 3 3 0 0 1 46 368 525 526 39 451 698 37 775 775 245 280 542 269 720 97
1528827348 0 0 1 3 3 0 0 1 369 369 525 526 39 452 698 40 769 775 245 281 543 269 720 97
1528827349 0 0 1 3 3 0 0 1 46 369 525 526 40 452 698 34 775 892 245 280 542 269 720 97
1528827350 0 0 1 3 3 0 0 1 302 369 525 525 40 451 698 40 569 892 246 280 544 269 721 97
1528827351 0 0 1 3 3 0 0 1 46 113 525 525 39 452 698 43 380 892 245 280 546 269 720 97
1528827353 0 0 1 3 3 0 0 1 46 113 525 525 39 451 698 46 380 380 245 280 544 269 721 97
1528827354 0 0 1 3 3 0 0 1 46 369 525 526 39 452 698 36 263 775 245 280 546 270 721 97
1528827355 0 0 1 3 3 0 0 1 46 369 525 526 40 452 698 40 658 775 245 280 545 270 720 97
1528827356 0 0 1 3 3 0 0 1 302 158 524 526 39 452 698 42 509 893 246 281 548 270 721 97
1528827357 0 0 1 3 3 0 0 1 46 304 525 525 39 452 698 34 586 892 245 281 542 270 721 97
1528827358 0 0 1 3 3 0 0 1 46 59 525 526 39 452 699 39 385 380 245 280 542 269 720 97
1528827359 0 0 1 3 3 0 0 1 46 113 525 526 39 451 698 42 380 380 245 280 543 269 721 97
1528827361 0 0 1 3 3 0 0 1 46 113 525 525 39 452 698 41 380 380 246 280 541 269 721 97
1528827362 0 0 1 3 3 0 0 1 46 369 525 526 39 452 698 46 380 380 245 281 542 269 721 97
1528827363 0 0 1 3 3 0 0 1 46 369 524 525 40 452 698 39 263 775 246 280 546 269 720 97
1528827364 0 0 1 3 3 0 0 1 46 369 526 525 39 451 698 34 680 892 245 281 542 269 720 97
1528827365 0 0 1 3 3 0 0 1 302 185 524 525 39 451 698 44 492 381 245 281 542 269 720 97
1528827366 0 0 1 3 3 0 0 1 46 53 525 525 36 452 698 37 380 380 246 280 542 269 721 97
1528827367 0 0 1 3 3 0 0 1 46 369 525 525 39 452 698 41 263 775 245 281 544 270 720 97
1528827369 0 0 1 3 3 0 0 1 46 369 524 526 39 452 698 37 775 775 245 280 542 270 721 97
1528827370 0 0 1 3 3 0 0 1 368 369 525 526 39 452 698 37 635 892 245 281 546 269 720 97
1528827371 0 0 1 3 3 0 0 1 302 61 525 526 39 451 698 36 380 380 245 281 540 270 720 97
1528827372 0 0 1 3 3 0 0 1 46 113 525 526 40 452 698 40 380 380 245 281 547 270 721 97
1528827373 0 0 1 3 3 0 0 1 46 369 524 525 39 452 698 42 380 380 245 281 541 269 720 97
1528827374 0 0 1 3 3 0 0 1 46 113 524 526 39 452 698 54 380 775 245 280 542 269 721 97
1528827375 0 0 1 3 3 0 0 1 46 369 525 525 39 452 698 38 263 775 245 280 545 269 721 97
1528827377 0 0 1 3 3 0 0 1 302 248 525 526 39 452 699 36 560 892 246 280 540 269 721 97
1528827378 0 0 1 3 3 0 0 1 46 113 525 525 39 452 698 40 380 381 245 281 543 270 721 97
1528827379 0 0 1 3 3 0 0 1 46 113 525 525 39 451 698 47 380 380 245 281 541 270 720 97
1528827380 0 0 1 3 3 0 0 1 46 369 524 526 40 452 698 41 263 775 246 281 541 269 720 97
1528827381 0 0 1 3 3 0 0 1 46 368 525 525 39 452 698 38 775 892 245 280 541 270 721 97
1528827382 0 0 1 3 3 0 0 1 302 126 525 525 39 452 698 38 467 380 246 281 543 269 720 97
1528827383 0 0 1 3 3 0 0 1 46 112 525 525 39 452 698 35 381 380 245 281 547 270 720 97
1528827385 0 0 1 3 3 0 0 1 46 368 525 525 43 451 698 40 380 380 246 280 543 269 720 97
1528827386 0 0 1 3 3 0 0 1 46 369 524 526 40 452 698 21 263 380 245 280 546 270 720 97
1528827387 0 0 1 3 3 0 0 1 46 369 525 525 39 452 698 37 263 775 245 280 546 270 721 97
1528827388 0 0 1 3 3 0 0 1 46 358 525 526 39 451 698 42 567 892 246 281 542 270 721 97
1528827389 0 0 1 3 3 0 0 1 46 132 524 525 39 452 698 43 555 892 245 280 541 269 721 97
1528827390 0 0 1 3 3 0 0 1 302 152 525 525 39 451 698 46 413 380 245 280 544 269 721 97
1528827391 0 0 1 3 3 0 0 1 46 369 525 525 43 452 698 38 380 381 245 281 542 269 720 97
1528827393 0 0 1 3 3 0 0 1 46 369 525 525 40 452 698 40 381 380 245 281 544 269 720 97
1528827394 0 0 1 3 3 0 0 1 46 369 524 526 39 452 698 47 380 775 245 281 545 269 720 97
1528827395 0 0 1 3 3 0 0 1 46 369 525 525 39 451 698 39 704 775 246 281 543 269 721 97
1528827396 0 0 1 3 3 0 0 1 302 320 525 525 39 451 698 39 529 892 245 280 544 270 720 97
1528827397 0 0 1 3 3 0 0 1 302 254 525 526 39 452 698 34 698 892 245 281 543 270 720 97
1528827398 0 0 1 3 3 0 0 1 46 113 525 525 39 451 698 37 380 381 245 281 548 270 721 97
1528827399 0 0 1 3 3 0 0 1 46 368 525 525 43 451 698 37 263 775 245 281 546 270 721 97
1528827401 0 0 1 3 3 0 0 1 46 369 525 525 39 452 698 40 263 775 245 280 543 270 721 97
1528827402 0 0 1 3 3 0 0 1 46 369 525 525 39 451 698 44 263 775 245 280 547 270 721 97
1528827403 0 0 1 3 3 0 0 1 369 205 524 525 39 451 698 35 521 380 245 281 547 270 721 97
1528827404 0 0 1 3 3 0 0 1 46 113 525 525 40 451 698 43 380 380 246 281 543 269 721 97
1528827405 0 0 1 3 3 0 0 1 46 112 525 525 39 451 698 35 380 380 245 280 542 270 721 97
1528827406 0 0 1 3 3 0 0 1 46 369 524 525 39 451 698 45 263 775 245 280 545 270 721 97
1528827407 0 0 1 3 3 0 0 1 46 177 524 526 39 451 698 34 672 892 245 281 542 270 720 97
1528827409 0 0 1 3 3 0 0 1 46 59 525 525 39 452 698 38 380 380 246 281 544 269 721 97
1528827410 0 0 1 3 3 0 0 1 46 112 525 526 36 451 698 34 380 380 246 281 545 270 721 97
1528827411 0 0 1 3 3 0 0 1 46 369 525 525 39 451 698 40 263 775 245 281 547 269 721 97
1528827412 0 0 1 3 3 0 0 1 46 369 525 526 39 451 698 38 775 775 246 281 542 269 720 97
