time bgo rtch3gain ltch3gain rtrg ltrg rtog ltog hvfreq ch0la ch0lb ch1l ch2l ch3l ch4l ch5l ch6l ch0ra ch0rb ch1r ch2r ch3r ch4r ch5r ch6r
1528827413 0 0 1 3 3 0 0 1 46 312 525 525 40 451 698 38 728 892 246 281 546 269 721 97
1528827414 0 0 1 3 3 0 0 1 302 113 524 525 39 451 698 35 380 380 245 281 547 269 721 97
1528827415 0 0 1 3 3 0 0 1 46 368 524 526 39 451 698 34 380 380 245 281 548 269 721 97
1528827417 0 0 1 3 3 0 0 1 46 113 524 526 39 451 698 39 380 380 245 280 543 269 720 97
1528827418 0 0 1 3 3 0 0 1 46 369 524 525 39 451 698 38 263 775 246 281 544 270 720 97
1528827419 0 0 1 3 3 0 0 1 302 249 525 525 39 452 698 47 627 892 246 280 547 270 721 97
1528827420 0 0 1 3 3 0 0 1 46 113 525 525 39 452 698 44 433 380 246 281 551 270 721 97
1528827421 0 0 1 3 3 0 0 1 46 112 525 524 39 451 698 36 380 380 246 281 546 270 721 97
1528827422 0 0 1 3 3 0 0 1 46 369 525 525 39 452 698 36 263 775 245 281 546 270 720 97
1528827423 0 0 1 3 3 0 0 1 46 368 525 526 39 451 698 35 775 775 246 281 544 270 721 97
1528827425 0 0 1 3 3 0 0 1 302 311 525 525 40 451 698 40 566 892 246 281 541 270 721 97
1528827426 0 0 1 3 3 0 0 1 46 113 525 525 40 451 698 39 380 380 245 281 544 270 721 97
1528827427 0 0 1 3 3 0 0 1 45 369 525 525 39 452 698 36 263 775 245 281 547 270 721 97
1528827428 0 0 1 3 3 0 0 1 46 290 525 526 39 451 698 33 775 892 245 281 540 269 721 97
1528827429 0 0 1 3 3 0 0 1 46 113 525 525 39 451 698 39 380 380 245 280 545 270 721 97
1528827430 0 0 1 3 3 0 0 1 46 369 525 526 39 452 698 35 263 380 246 280 543 270 721 97
1528827431 0 0 1 3 3 0 0 1 46 368 525 526 39 452 698 38 775 775 245 281 543 270 720 97
1528827433 0 0 1 3 3 0 0 1 46 369 524 525 39 451 698 36 640 892 245 281 546 270 721 97
1528827434 0 0 1 3 3 0 0 1 302 90 525 526 39 451 698 36 405 380 245 281 543 270 721 97
1528827435 0 0 1 3 3 0 0 1 46 369 525 526 39 451 698 36 380 776 245 280 542 269 721 97
1528827436 0 0 1 3 3 0 0 1 46 335 525 525 39 451 698 39 263 892 245 280 544 270 721 97
1528827437 0 0 1 3 3 0 0 1 302 194 525 526 39 452 698 37 594 892 245 281 546 269 721 97
1528827438 0 0 1 3 3 0 0 1 46 113 525 525 39 451 698 39 380 380 245 281 543 269 721 97
1528827439 0 0 1 3 3 0 0 1 46 369 525 525 43 451 698 45 380 775 245 281 545 270 721 97
1528827441 0 0 1 3 3 0 0 1 46 325 525 525 39 452 698 36 724 775 246 281 546 269 721 97
1528827442 0 0 1 3 3 0 0 1 369 224 525 525 39 452 698 45 552 380 245 281 548 270 721 97
1528827443 0 0 1 3 3 0 0 1 301 77 525 525 39 452 698 39 462 380 245 281 541 269 721 97
1528827444 0 0 1 3 3 0 0 1 46 369 524 525 43 451 698 32 380 380 245 281 543 270 721 97
1528827445 0 0 1 3 3 0 0 1 46 369 525 525 43 451 698 39 263 775 245 281 542 270 721 97
1528827446 0 0 1 3 3 0 0 1 46 369 525 526 39 451 698 37 742 892 246 281 546 270 721 97
1528827447 0 0 1 3 3 0 0 1 302 109 525 525 39 452 698 39 380 380 245 280 547 269 721 97
1528827449 0 0 1 3 3 0 0 1 46 113 525 526 39 451 698 45 380 380 246 281 548 269 720 97
1528827450 0 0 1 3 3 0 0 1 46 368 525 525 40 451 698 40 380 380 246 280 543 270 721 97
1528827451 0 0 1 3 3 0 0 1 46 369 525 526 36 451 698 33 263 775 245 281 549 270 721 97
1528827452 0 0 1 3 3 0 0 1 302 242 525 525 39 451 698 38 614 892 245 281 548 270 721 97
1528827453 0 0 1 3 3 0 0 1 46 101 525 526 39 452 698 37 578 380 246 280 549 270 720 97
1528827454 0 0 1 3 3 0 0 1 46 113 525 525 39 451 698 42 380 380 245 281 543 270 721 97
1528827455 0 0 1 3 3 0 0 1 46 369 524 525 39 451 698 41 263 775 245 281 544 269 720 97
1528827457 0 0 1 3 3 0 0 1 302 197 525 525 39 451 698 39 639 381 246 281 547 270 721 97
1528827458 0 0 1 3 3 0 0 1 46 112 525 526 39 451 698 40 449 380 245 281 548 269 721 97
1528827459 0 0 1 3 3 0 0 1 46 113 525 525 39 451 698 38 380 380 246 281 548 270 721 97
1528827460 0 0 1 3 3 0 0 1 45 369 525 525 39 451 698 40 263 775 245 281 543 270 721 97
1528827461 0 0 1 3 3 0 0 1 46 369 525 526 40 452 698 38 263 775 246 281 548 269 721 97
1528827462 0 0 1 3 3 0 0 1 369 369 525 525 40 452 698 47 263 775 245 281 549 270 721 97
1528827463 0 0 1 3 3 0 0 1 302 258 525 525 39 451 698 44 655 892 246 281 540 270 721 97
1528827465 0 0 1 3 3 0 0 1 46 84 525 526 39 451 698 39 381 380 245 280 546 270 721 97
1528827466 0 0 1 3 3 0 0 1 46 113 525 526 39 452 698 42 380 380 245 281 542 269 721 97
1528827467 0 0 1 3 3 0 0 1 46 369 525 526 39 452 698 41 380 775 245 280 542 270 721 97
1528827468 0 0 1 3 3 0 0 1 46 369 524 526 39 452 698 42 775 775 245 281 547 270 721 97
1528827469 0 0 1 3 3 0 0 1 46 366 525 525 39 451 698 42 775 775 245 281 544 269 721 97
1528827470 0 0 1 3 3 0 0 1 302 184 525 526 39 451 698 48 380 380 246 281 545 269 720 97
1528827471 0 0 1 3 3 0 0 1 301 112 525 525 39 451 698 40 380 380 246 281 544 269 721 97
1528827473 0 0 1 3 3 0 0 1 45 113 524 525 39 452 698 40 380 380 245 281 548 270 721 97
1528827474 0 0 1 3 3 0 0 1 45 369 525 526 39 451 698 32 263 775 245 280 542 270 721 97
1528827475 0 0 1 3 3 0 0 1 46 369 524 525 39 451 698 39 263 776 246 281 542 270 721 97
1528827476 0 0 1 3 3 0 0 1 46 245 525 525 40 451 698 36 756 775 245 280 543 270 721 97
1528827477 0 0 1 3 3 0 0 1 45 369 525 526 39 452 698 40 263 776 245 281 548 270 721 97
1528827478 0 0 1 3 3 0 0 1 46 369 524 525 40 452 698 38 263 775 246 281 544 270 721 97
1528827479 0 0 1 3 3 0 0 1 45 368 525 526 39 451 698 44 775 775 246 281 543 270 721 97
1528827481 0 0 1 3 3 0 0 1 45 369 525 526 39 452 698 42 760 892 246 281 547 270 721 97
1528827482 0 0 1 3 3 0 0 1 301 325 525 525 40 452 698 40 621 892 245 280 546 269 721 97
1528827483 0 0 1 3 3 0 0 1 45 113 525 525 39 451 698 38 380 380 245 281 543 270 721 97
1528827484 0 0 1 3 3 0 0 1 45 369 524 525 39 452 698 38 380 380 246 281 542 269 721 97
1528827485 0 0 1 3 3 0 0 1 46 369 525 525 39 451 698 40 380 380 245 281 549 270 720 97
1528827486 0 0 1 3 3 0 0 1 45 369 525 525 39 451 698 33 263 892 246 281 548 269 721 97
1528827487 0 0 1 3 3 0 0 1 302 226 525 526 39 452 698 42 622 892 245 281 543 270 721 97
1528827489 0 0 1 3 3 0 0 1 46 193 525 525 39 451 698 42 669 380 246 281 545 270 720 97
1528827490 0 0 1 3 3 0 0 1 45 81 525 526 39 451 698 37 380 380 245 281 543 270 720 97
1528827491 0 0 1 3 3 0 0 1 46 113 525 525 39 452 698 39 380 380 245 280 545 270 721 97
1528827492 0 0 1 3 3 0 0 1 45 368 525 525 36 452 698 39 380 775 246 281 543 270 720 97
1528827493 0 0 1 3 3 0 0 1 46 369 525 525 39 452 698 36 759 892 245 281 547 270 721 97
1528827494 0 0 1 3 3 0 0 1 46 58 525 525 39 451 698 35 381 380 246 281 540 269 721 97
1528827495 0 0 1 3 3 0 0 1 45 369 524 526 40 452 698 39 380 380 246 281 547 270 721 97
1528827497 0 0 1 3 3 0 0 1 46 369 525 526 39 451 698 39 775 775 246 281 543 270 721 97
1528827498 0 0 1 3 3 0 0 1 369 295 525 525 39 452 698 42 507 380 246 281 550 269 721 97
1528827499 0 0 1 3 3 0 0 1 46 113 525 525 39 452 698 34 380 380 245 281 545 270 721 97
1528827500 0 0 1 3 3 0 0 1 46 369 525 526 39 452 698 37 263 775 245 281 543 270 721 97
1528827501 0 0 1 3 3 0 0 1 302 285 525 525 40 451 698 42 775 892 245 280 545 270 721 97
1528827502 0 0 1 3 3 0 0 1 46 96 525 525 40 452 698 37 428 380 245 281 545 269 721 97
1528827503 0 0 1 3 3 0 0 1 45 368 525 526 39 451 698 40 380 380 246 280 545 270 721 97
1528827505 0 0 1 3 3 0 0 1 46 113 525 526 39 451 698 49 380 380 246 281 547 270 721 97
1528827506 0 0 1 3 3 0 0 1 45 369 524 525 40 452 698 46 263 775 245 281 544 270 721 97
1528827507 0 0 1 3 3 0 0 1 45 368 525 525 39 452 698 48 720 893 246 281 544 269 721 97
1528827508 0 0 1 3 3 0 0 1 301 58 525 526 39 451 698 44 473 380 245 280 547 270 721 97
1528827509 0 0 1 3 3 0 0 1 45 113 525 526 39 451 698 40 380 380 246 281 551 269 721 97
1528827510 0 0 1 3 3 0 0 1 45 369 525 525 39 451 698 38 263 775 246 280 543 270 721 97
1528827511 0 0 1 3 3 0 0 1 301 0 524 526 39 451 698 36 565 380 245 281 546 269 721 97
1528827513 0 0 1 3 3 0 0 1 45 113 525 526 36 452 698 40 381 380 246 280 547 269 721 97
1528827514 0 0 1 3 3 0 0 1 45 369 525 525 39 451 698 40 263 775 246 280 542 269 720 97
1528827515 0 0 1 3 3 0 0 1 301 261 524 526 40 451 698 41 647 892 246 281 544 269 721 97
1528827516 0 0 1 3 3 0 0 1 45 112 525 526 40 452 698 33 380 380 246 280 543 269 720 97
1528827517 0 0 1 3 3 0 0 1 45 368 525 525 39 451 698 38 380 380 246 281 544 270 720 97
1528827518 0 0 1 3 3 0 0 1 45 368 525 526 39 451 698 39 775 775 246 281 542 270 721 97
1528827519 0 0 1 3 3 0 0 1 45 368 525 525 39 451 698 46 753 892 245 281 549 269 721 97
1528827521 0 0 1 3 3 0 0 1 301 112 525 526 39 452 698 38 446 380 246 281 546 269 721 97
1528827522 0 0 1 3 3 0 0 1 45 369 525 525 39 451 698 38 380 380 245 280 542 269 721 97
1528827523 0 0 1 3 3 0 0 1 45 368 525 525 43 451 698 51 380 380 245 281 545 270 721 97
1528827524 0 0 1 3 3 0 0 1 45 369 525 526 39 451 698 41 263 775 246 281 548 270 721 97
1528827525 0 0 1 3 3 0 0 1 45 368 524 526 39 451 698 42 739 775 246 280 547 269 721 97
1528827526 0 0 1 3 3 0 0 1 301 224 524 525 39 451 698 43 655 892 245 281 544 269 721 97
1528827527 0 0 1 3 3 0 0 1 45 113 525 526 39 452 698 36 380 380 245 281 545 269 720 97
1528827529 0 0 1 3 3 0 0 1 45 369 525 525 43 452 698 40 263 775 245 280 544 269 721 97
1528827530 0 0 1 3 3 0 0 1 45 369 525 525 39 452 698 33 775 775 246 281 547 269 720 97
1528827531 0 0 1 3 3 0 0 1 45 365 525 526 39 451 698 38 674 892 246 281 543 269 721 97
1528827532 0 0 1 3 3 0 0 1 45 113 525 526 39 452 699 49 619 380 246 281 543 270 720 97
1528827533 0 0 1 3 3 0 0 1 45 112 525 525 39 452 698 41 380 775 245 281 545 269 721 97
1528827534 0 0 1 3 3 0 0 1 45 369 525 525 40 452 699 36 263 775 245 280 544 269 721 97
1528827535 0 0 1 3 3 0 0 1 301 278 525 525 39 451 698 38 731 775 246 280 547 269 720 97
1528827537 0 0 1 3 3 0 0 1 301 308 525 525 40 451 698 41 587 892 246 281 545 270 721 97
1528827538 0 0 1 3 3 0 0 1 45 61 525 526 39 452 699 43 380 380 245 281 546 270 721 97
1528827539 0 0 1 3 3 0 0 1 45 369 525 526 43 452 698 40 380 775 246 281 548 270 720 97
1528827540 0 0 1 3 3 0 0 1 45 369 525 525 39 451 698 43 263 775 246 281 549 270 721 97
1528827541 0 0 1 3 3 0 0 1 301 292 525 526 39 451 698 40 662 775 245 281 542 269 721 97
1528827542 0 0 1 3 3 0 0 1 45 58 525 526 39 452 699 36 429 380 246 281 549 269 721 97
1528827543 0 0 1 3 3 0 0 1 45 113 525 525 39 452 698 35 467 380 246 281 547 269 721 97
1528827545 0 0 1 3 3 0 0 1 45 112 525 525 39 451 698 33 380 380 245 281 547 269 721 97
1528827546 0 0 1 3 3 0 0 1 45 369 525 526 40 452 698 40 380 775 246 281 543 270 721 97
1528827547 0 0 1 3 3 0 0 1 45 369 525 526 39 451 698 45 728 775 246 281 549 270 721 97
1528827548 0 0 1 3 3 0 0 1 301 267 525 525 39 451 699 41 532 892 246 281 544 270 721 97
1528827549 0 0 1 3 3 0 0 1 45 81 525 525 39 452 698 44 545 380 245 281 545 269 721 97
1528827550 0 0 1 3 3 0 0 1 45 113 525 526 39 451 698 38 380 380 245 281 544 269 721 97
1528827551 0 0 1 3 3 0 0 1 45 369 525 526 39 452 698 38 263 775 246 281 546 269 720 97
1528827553 0 0 1 3 3 0 0 1 45 369 525 526 39 451 698 37 775 892 246 281 545 269 720 97
1528827554 0 0 1 3 3 0 0 1 301 113 525 526 40 451 699 44 380 380 246 281 546 269 720 97
1528827555 0 0 1 3 3 0 0 1 45 369 525 526 40 451 698 36 380 380 246 281 545 270 721 97
1528827556 0 0 1 3 3 0 0 1 45 368 525 525 39 452 698 32 775 775 246 281 548 270 721 97
