Vin	Iin	Vout
4	+3.64541600E-01	0
4.05	+3.63901800E-01	0
4.1	+3.63575800E-01	0
4.15	+3.63410900E-01	0
4.2	+3.70436100E-01	0
4.25	+3.84383900E-01	0
4.3	+3.84359400E-01	0
4.35	+3.84362000E-01	0
4.4	+3.84390000E-01	0
4.45	+3.84427800E-01	0
4.5	+3.84485100E-01	0
4.55	+3.84439800E-01	0
4.6	+1.32842300E+00	0
4.65	+1.34783800E+00	0
4.7	+1.36751500E+00	0
4.75	+1.38986600E+00	0
4.8	+3.85469000E-01	0
4.85	+3.85530800E-01	0
4.9	+3.85573200E-01	0
4.95	+3.85725800E-01	0
5	+3.85673600E-01	0
