AMAC,Channel,BandgapControl,RampGain,m,b
AMAC_C09,CH0_L,0,0,0.001763619526094906,-0.02895214456962312
AMAC_C09,CH0_L,0,1,0.000805751324164723,-0.026741391481737396
AMAC_C09,CH0_L,0,2,0.0013743043902450902,-0.027793893532159157
AMAC_C09,CH0_L,0,3,0.0014414397477328497,-0.028128787221979402
AMAC_C09,CH0_L,1,0,0.0017407621792548801,-0.028927451465133116
AMAC_C09,CH0_L,1,1,0.0007964802227081998,-0.026303309881317665
AMAC_C09,CH0_L,1,2,0.0013573031972218773,-0.027568364282116824
AMAC_C09,CH0_L,1,3,0.0014234315230272601,-0.02772643135360307
AMAC_C09,CH0_L,2,0,0.0017163816567026002,-0.028216424761756682
AMAC_C09,CH0_L,2,1,0.0007872234120244531,-0.025899994480438938
AMAC_C09,CH0_L,2,2,0.0013398487368767012,-0.027224157046119364
AMAC_C09,CH0_L,2,3,0.0014048673873744287,-0.02721512197355978
AMAC_C09,CH0_L,3,0,0.0016929921018362742,-0.02787338002028004
AMAC_C09,CH0_L,3,1,0.0007770457890084287,-0.025362653106343294
AMAC_C09,CH0_L,3,2,0.0013216819838857902,-0.026601839292773512
AMAC_C09,CH0_L,3,3,0.0013857683966615267,-0.026931715758263235
AMAC_C09,CH0_L,4,0,0.0016685705841393483,-0.027270094188188754
AMAC_C09,CH0_L,4,1,0.00076672203746334,-0.02491250250511352
AMAC_C09,CH0_L,4,2,0.001302820403411117,-0.026128801608821743
AMAC_C09,CH0_L,4,3,0.0013657949815979026,-0.026304196024263416
AMAC_C09,CH0_L,5,0,0.001641997402797481,-0.02696324416751473
AMAC_C09,CH0_L,5,1,0.0007555859357189987,-0.024432238179017022
AMAC_C09,CH0_L,5,2,0.001283649871608908,-0.02563408291173382
AMAC_C09,CH0_L,5,3,0.00134580611763573,-0.025886168442672997
AMAC_C09,CH0_L,6,0,0.0016109457690385962,-0.02607883357243775
AMAC_C09,CH0_L,6,1,0.0007442904744970632,-0.023872468877349572
AMAC_C09,CH0_L,6,2,0.0012635494687125584,-0.025098552753021856
AMAC_C09,CH0_L,6,3,0.001324638805621988,-0.025360902281104325
AMAC_C09,CH0_L,7,0,0.001578426894883571,-0.025469872739448278
AMAC_C09,CH0_L,7,1,0.0007336531843134903,-0.02348603442861303
AMAC_C09,CH0_L,7,2,0.001240533569980761,-0.024281141086644763
AMAC_C09,CH0_L,7,3,0.0012999020910447825,-0.024740172292450208
AMAC_C09,CH0_L,8,0,0.001544985484056322,-0.024683145965590247
AMAC_C09,CH0_L,8,1,0.0007218604688523921,-0.02287279621958802
AMAC_C09,CH0_L,8,2,0.0012158063119897399,-0.02372698976786149
AMAC_C09,CH0_L,8,3,0.0012730325640147161,-0.023847245697519524
AMAC_C09,CH0_L,9,0,0.0015116382172781341,-0.02393897955421676
AMAC_C09,CH0_L,9,1,0.0007093412635987993,-0.02217916051790479
AMAC_C09,CH0_L,9,2,0.0011899838318178298,-0.0228810916669377
AMAC_C09,CH0_L,9,3,0.001245651511483892,-0.023060815292413706
AMAC_C09,CH0_L,10,0,0.0014780757116026925,-0.02304111297367184
AMAC_C09,CH0_L,10,1,0.000695202972264887,-0.021649574411571185
AMAC_C09,CH0_L,10,2,0.0011637803358346297,-0.02205294904826811
AMAC_C09,CH0_L,10,3,0.0012187150756200707,-0.022421248314331305
AMAC_C09,CH0_L,11,0,0.001444806615731523,-0.022314819424244937
AMAC_C09,CH0_L,11,1,0.000680801880592107,-0.020862706241503083
AMAC_C09,CH0_L,11,2,0.001137702345471696,-0.0211921624688745
AMAC_C09,CH0_L,11,3,0.0011916871889684922,-0.021572895136738345
AMAC_C09,CH0_L,12,0,0.0014128075369230064,-0.021436277800527658
AMAC_C09,CH0_L,12,1,0.0006678761715361938,-0.020373001369890297
AMAC_C09,CH0_L,12,2,0.0011137376770024325,-0.020606973466286333
AMAC_C09,CH0_L,12,3,0.0011655112536824478,-0.020665990429704267
AMAC_C09,CH0_L,13,0,0.001380335314624116,-0.02066103036873961
AMAC_C09,CH0_L,13,1,0.0006542553078472511,-0.019532161230932956
AMAC_C09,CH0_L,13,2,0.0010887939681223566,-0.01983510104251231
AMAC_C09,CH0_L,13,3,0.0011395955238590412,-0.020057070381434096
AMAC_C09,CH0_L,14,0,0.0013506430714396854,-0.020343764645670247
AMAC_C09,CH0_L,14,1,0.0006426059003882238,-0.01909145195650801
AMAC_C09,CH0_L,14,2,0.0010660042168490083,-0.019225684713983116
AMAC_C09,CH0_L,14,3,0.0011154953287394302,-0.019379550381062132
AMAC_C09,CH0_L,15,0,0.0013181388708297472,-0.019326931284850607
AMAC_C09,CH0_L,15,1,0.0006298228796999455,-0.018529954853229624
AMAC_C09,CH0_L,15,2,0.001041439583130317,-0.018453674816547312
AMAC_C09,CH0_L,15,3,0.0010898752262751977,-0.018755296693281177
AMAC_C09,CH0_R,0,0,0.001787870374844464,-0.016849769244209157
AMAC_C09,CH0_R,0,1,0.000813402144297828,-0.014953177477808704
AMAC_C09,CH0_R,0,2,0.0013939405028478582,-0.01563894845854059
AMAC_C09,CH0_R,0,3,0.0014627222052491962,-0.015888586847911678
AMAC_C09,CH0_R,1,0,0.001763792585974936,-0.01651592126546917
AMAC_C09,CH0_R,1,1,0.0008039522335579096,-0.014512768625388
AMAC_C09,CH0_R,1,2,0.0013764619177333386,-0.015318232191408354
AMAC_C09,CH0_R,1,3,0.001443979826020742,-0.01566519345483721
AMAC_C09,CH0_R,2,0,0.0017386120995616188,-0.016061445634103007
AMAC_C09,CH0_R,2,1,0.000794485978229209,-0.014230006589120568
AMAC_C09,CH0_R,2,2,0.0013582056342557785,-0.014886350432667107
AMAC_C09,CH0_R,2,3,0.0014240461959270563,-0.014979158304990081
AMAC_C09,CH0_R,3,0,0.0017140970664465442,-0.015555409977083292
AMAC_C09,CH0_R,3,1,0.0007844368852792413,-0.013703042349192169
