AMAC,Channel,BandgapControl,RampGain,m,b
AMAC_B01,CH0_L,0,0,0.0018962977471498155,-0.03485358735090207
AMAC_B01,CH0_L,0,1,0.0008810336274195185,-0.03423158827745357
AMAC_B01,CH0_L,0,2,0.0014870254714248003,-0.03417891680837197
AMAC_B01,CH0_L,0,3,0.0015614291455901292,-0.03477515343037787
AMAC_B01,CH0_L,1,0,0.0018722462178365215,-0.03502129150476741
AMAC_B01,CH0_L,1,1,0.0008717732935145463,-0.03357381654121827
AMAC_B01,CH0_L,1,2,0.001469207919039299,-0.03403663827957506
AMAC_B01,CH0_L,1,3,0.0015413544736933645,-0.03415845626630136
AMAC_B01,CH0_L,2,0,0.0018470314808211425,-0.034549018069887305
AMAC_B01,CH0_L,2,1,0.0008626335940602786,-0.033348039284820885
AMAC_B01,CH0_L,2,2,0.001451033893094033,-0.03391879776101523
AMAC_B01,CH0_L,2,3,0.0015216993097744492,-0.03381522707069613
AMAC_B01,CH0_L,3,0,0.001822214110534025,-0.034483861226713944
AMAC_B01,CH0_L,3,1,0.0008511760294838268,-0.03263086935373025
AMAC_B01,CH0_L,3,2,0.001431680989027051,-0.03341963433889687
AMAC_B01,CH0_L,3,3,0.0015025324591201954,-0.033673628987353106
AMAC_B01,CH0_L,4,0,0.0017963810485279003,-0.03372987449709912
AMAC_B01,CH0_L,4,1,0.0008406735902614834,-0.03245365356506244
AMAC_B01,CH0_L,4,2,0.0014122822030399255,-0.03288140007256702
AMAC_B01,CH0_L,4,3,0.0014821769464877085,-0.033460916195376056
AMAC_B01,CH0_L,5,0,0.0017697755723173904,-0.033047266760598555
AMAC_B01,CH0_L,5,1,0.0008277713053334117,-0.03160347697205362
AMAC_B01,CH0_L,5,2,0.0013920830273082732,-0.032554243161747154
AMAC_B01,CH0_L,5,3,0.001460077221488188,-0.03274824942905395
AMAC_B01,CH0_L,6,0,0.0017408065869825233,-0.03289619202940864
AMAC_B01,CH0_L,6,1,0.000814332641499644,-0.030753089794824228
AMAC_B01,CH0_L,6,2,0.0013697984918077577,-0.03159964203975511
AMAC_B01,CH0_L,6,3,0.0014366597037862366,-0.031967775319170055
AMAC_B01,CH0_L,7,0,0.0017060845729312997,-0.03183273288701982
AMAC_B01,CH0_L,7,1,0.0008007205877291387,-0.029976415970954576
AMAC_B01,CH0_L,7,2,0.001347140805487002,-0.031010114399058607
AMAC_B01,CH0_L,7,3,0.0014127088063615486,-0.031176122898058933
AMAC_B01,CH0_L,8,0,0.0016694193244107122,-0.031125077827232995
AMAC_B01,CH0_L,8,1,0.0007855754089002137,-0.028880836991041697
AMAC_B01,CH0_L,8,2,0.001320296848652336,-0.0302826638896836
AMAC_B01,CH0_L,8,3,0.0013833493678638753,-0.0302672534083785
AMAC_B01,CH0_L,9,0,0.0016294515867899663,-0.029996987390670603
AMAC_B01,CH0_L,9,1,0.0007711421446575507,-0.028402705826819575
AMAC_B01,CH0_L,9,2,0.0012903997401047796,-0.029377566011300052
AMAC_B01,CH0_L,9,3,0.001351832272884768,-0.029476398461120556
AMAC_B01,CH0_L,10,0,0.0015901946842084998,-0.029271732958279274
AMAC_B01,CH0_L,10,1,0.0007539027855111841,-0.02774116465468141
AMAC_B01,CH0_L,10,2,0.0012585499592204592,-0.02859031003000183
AMAC_B01,CH0_L,10,3,0.0013183722239780444,-0.028725716919915368
AMAC_B01,CH0_L,11,0,0.001550742764730561,-0.028403594800684877
AMAC_B01,CH0_L,11,1,0.0007354649600538952,-0.02691727267426745
AMAC_B01,CH0_L,11,2,0.0012273779647301853,-0.027511688721055045
AMAC_B01,CH0_L,11,3,0.0012860385414226758,-0.02785062364035964
AMAC_B01,CH0_L,12,0,0.0015121633498210252,-0.02762732166662643
AMAC_B01,CH0_L,12,1,0.0007161408009604809,-0.02597470181734624
AMAC_B01,CH0_L,12,2,0.0011968692616931287,-0.026788077639139467
AMAC_B01,CH0_L,12,3,0.001254088361373053,-0.027047182792125875
AMAC_B01,CH0_L,13,0,0.0014742066336310175,-0.02681493070339776
AMAC_B01,CH0_L,13,1,0.0006980213044663021,-0.02506280640217482
AMAC_B01,CH0_L,13,2,0.001166840365586374,-0.025956568867218928
AMAC_B01,CH0_L,13,3,0.0012223115091818013,-0.026160965550946623
AMAC_B01,CH0_L,14,0,0.0014375645139237299,-0.0258878001163909
AMAC_B01,CH0_L,14,1,0.0006802298169440783,-0.02392117492419752
AMAC_B01,CH0_L,14,2,0.00113763768538652,-0.025064914396693762
AMAC_B01,CH0_L,14,3,0.0011915673154949845,-0.025131366964574832
AMAC_B01,CH0_L,15,0,0.0013986141978620144,-0.024820130339161216
AMAC_B01,CH0_L,15,1,0.0006625699424290106,-0.02328828099804906
AMAC_B01,CH0_L,15,2,0.0011073323415336327,-0.024450884617826497
AMAC_B01,CH0_L,15,3,0.001160230044068337,-0.024507681122925923
AMAC_B01,CH0_R,0,0,0.0018725002679025051,-0.03399107514938643
AMAC_B01,CH0_R,0,1,0.0008690388726924627,-0.03202942616679269
AMAC_B01,CH0_R,0,2,0.001464303330428303,-0.03279725275261995
