AMAC,Channel,BandgapControl,RampGain,OpAmpGain,m,b,Voff,RI
AMAC_A03,LEFT,0,0,0,3.156522738505726e-08,3.5692095656041825e-07,-0.14347235406351727,6264.935343508817
AMAC_A03,LEFT,0,0,1,5.21952247172198e-08,-2.2589658365901584e-06,-0.117761599801508,23072.405938054308
AMAC_A03,LEFT,0,0,2,4.5584995789119433e-07,-3.636061544424879e-05,-0.14391797879936202,11727.094589232538
AMAC_A03,LEFT,0,0,3,4.1508535680351407e-07,-3.282154615963789e-05,-0.15375383937508916,16108.949861027446
AMAC_A03,LEFT,0,0,4,4.6239980828013285e-06,-0.00037142885451686117,-0.12004312517636774,67.20230258790788
AMAC_A03,LEFT,0,0,5,4.7176948061677106e-06,-0.00037881800126894025,-0.12073616046868996,67.87885576051762
AMAC_A03,LEFT,0,0,6,5.55316196127377e-06,-0.00044545838343654535,-0.12093713137449637,68.25891245710106
AMAC_A03,LEFT,0,0,7,5.650095779028782e-06,-0.0004533180649172628,-0.12061886211237867,68.14361024180927
AMAC_A03,LEFT,0,0,8,1.0167293239961531e-05,-0.0008124485319154822,-0.12364227276606099,69.89603549428337
AMAC_A03,LEFT,0,0,9,1.0284257398745483e-05,-0.0008217028664135789,-0.12348264689646259,69.3988544976393
AMAC_A03,LEFT,0,0,10,1.1127038597449432e-05,-0.0008889472552104088,-0.12471009048562232,70.08897176963168
AMAC_A03,LEFT,0,0,11,1.1198124376719944e-05,-0.0008942641255174088,-0.12441667452756945,70.33965033923215
AMAC_A03,LEFT,0,0,12,1.4757485765300637e-05,-0.001178156135721448,-0.12501964400940707,70.63013371975782
AMAC_A03,LEFT,0,0,13,1.4880173923367624e-05,-0.0011883605936851393,-0.12489272832905066,70.09643142716405
AMAC_A03,LEFT,0,0,14,1.5604182378497817e-05,-0.0012459246198495305,-0.12104003764898787,68.7274595600326
AMAC_A03,LEFT,0,0,15,1.5801580957385487e-05,-0.0012618937326695026,-0.1260840190559714,70.50956285560574
AMAC_A03,LEFT,0,1,0,3.1594883487351026e-08,-8.566754310304283e-07,-0.1735429332423094,8.573462958193985e-11
AMAC_A03,LEFT,0,1,1,3.5398349507896234e-08,-3.2803678888050573e-06,-0.08129345110534394,11667.301782122164
AMAC_A03,LEFT,0,1,2,3.008333369080161e-07,-4.9025730948512945e-05,-0.13057089426147653,5779.173909968224
AMAC_A03,LEFT,0,1,3,2.93147534061787e-07,-4.761582844342782e-05,-0.140065751287305,7758.95901175057
AMAC_A03,LEFT,0,1,4,2.2499348272429537e-06,-0.00036510437952674005,-0.15093589712983108,97.8691640055102
AMAC_A03,LEFT,0,1,5,2.27526875820375e-06,-0.00036977979840699903,-0.11815579688673747,66.59405534698641
AMAC_A03,LEFT,0,1,6,2.6862398956772365e-06,-0.00043601240329054316,-0.12673330495379528,73.79233725715328
AMAC_A03,LEFT,0,1,7,2.727226102175612e-06,-0.0004423236149789051,-0.13027470259115465,77.05566663804008
AMAC_A03,LEFT,0,1,8,4.91738003069767e-06,-0.000794830190114794,-0.12186608262221227,67.45046027565144
AMAC_A03,LEFT,0,1,9,4.966846064963262e-06,-0.0008030056253585438,-0.12131767375619434,67.25973041273582
AMAC_A03,LEFT,0,1,10,5.372112590502859e-06,-0.0008679852349506761,-0.12319624383815199,68.41120738350894
AMAC_A03,LEFT,0,1,11,5.416006003953897e-06,-0.0008753171070863281,-0.12214970843843513,67.82696489051686
AMAC_A03,LEFT,0,1,12,7.112570752501622e-06,-0.0011481275792921913,-0.12451363822581564,69.336881018652
AMAC_A03,LEFT,0,1,13,7.179865090652916e-06,-0.0011589807553132705,-0.12450627147326816,68.66781785255878
AMAC_A03,LEFT,0,1,14,7.589224453613076e-06,-0.0012247231665728547,-0.1253760202374053,68.67220864455088
AMAC_A03,LEFT,0,1,15,7.6039862116813105e-06,-0.0012269246913239838,-0.1243566263103185,69.06018990471975
AMAC_A03,LEFT,0,2,0,4.2762719080390074e-08,-5.723842052684027e-07,-0.14249127410496187,158.0274512739519
AMAC_A03,LEFT,0,2,1,4.857233020484645e-08,-2.7629652966535253e-06,-0.09636931950611392,17473.40094328143
AMAC_A03,LEFT,0,2,2,3.769768673105862e-07,-3.763291936218827e-05,-0.1436680477085759,10796.811933744566
AMAC_A03,LEFT,0,2,3,3.6877711242647553e-07,-3.6731746531779324e-05,-0.1462757098997007,13240.590177880307
AMAC_A03,LEFT,0,2,4,3.6604962688881826e-06,-0.0003676604942634026,-0.11924140556368677,67.80223685075066
AMAC_A03,LEFT,0,2,5,3.7363598420955645e-06,-0.00037522691125142966,-0.12026184300993835,68.1671625413674
AMAC_A03,LEFT,0,2,6,4.394549535437399e-06,-0.00044060132259711384,-0.12114748245207947,68.8137036607369
AMAC_A03,LEFT,0,2,7,4.464195723496999e-06,-0.000447752875217858,-0.12011653133240736,68.57702733920816
AMAC_A03,LEFT,0,2,8,8.085299704503866e-06,-0.000807914514072713,-0.12239358349366446,68.51577373019845
AMAC_A03,LEFT,0,2,9,8.133256999775355e-06,-0.0008122387786684243,-0.12207031068781964,68.93205054014693
AMAC_A03,LEFT,0,2,10,8.809353553587865e-06,-0.0008796591755409145,-0.12444281786965276,70.12287369057107
AMAC_A03,LEFT,0,2,11,8.886654271147303e-06,-0.0008874659295830617,-0.12493313201371109,70.24687606158396
AMAC_A03,LEFT,0,2,12,1.1723768772394471e-05,-0.0011699984046397995,-0.12555357548868126,70.29827654046335
AMAC_A03,LEFT,0,2,13,1.1783999743433279e-05,-0.001175827986616654,-0.12417378349565317,69.46460815656434
AMAC_A03,LEFT,0,2,14,1.2473158122554339e-05,-0.0012445219534938036,-0.12470147863166048,69.14884423993826
AMAC_A03,LEFT,0,2,15,1.2507533303752419e-05,-0.0012478542103245265,-0.12531283617435549,69.98374000562896
AMAC_A03,LEFT,0,3,0,3.7347416733495053e-08,-1.8504078509346835e-07,-0.12475362791620477,682.292869505922
AMAC_A03,LEFT,0,3,1,4.868361389334038e-08,-2.616613847639366e-06,-0.06803938787304441,13335.845026198314
AMAC_A03,LEFT,0,3,2,4.125365647585749e-07,-3.95873596595027e-05,-0.1403752540841229,9851.200059462377
AMAC_A03,LEFT,0,3,3,3.7116113586336336e-07,-3.535318298400355e-05,-0.15013898837232303,14156.779150583405
AMAC_A03,LEFT,0,3,4,3.82943650013813e-06,-0.0003688128590530429,-0.11993399651303964,67.76862696190345
AMAC_A03,LEFT,0,3,5,3.9072268975513804e-06,-0.00037634234478233,-0.11992548969586336,67.64439839511995
AMAC_A03,LEFT,0,3,6,4.599777818572531e-06,-0.00044248138823439536,-0.12133411366409673,68.74907975348111
AMAC_A03,LEFT,0,3,7,4.665647855885907e-06,-0.0004486841854367483,-0.12074631570326694,69.17895890823198
AMAC_A03,LEFT,0,3,8,8.433494762688608e-06,-0.0008082017208519525,-0.12327037269592346,69.282642683205
AMAC_A03,LEFT,0,3,9,8.53718549652451e-06,-0.0008184068127250272,-0.1229647818591701,68.4932121858049
AMAC_A03,LEFT,0,3,10,9.205510386675386e-06,-0.0008820340456765569,-0.12349588661317874,69.68369538428792
AMAC_A03,LEFT,0,3,11,9.269644852961037e-06,-0.0008879023619664933,-0.12436321165090757,70.42863748260423
AMAC_A03,LEFT,0,3,12,1.2273348022874195e-05,-0.0011756437371937551,-0.1264371474960105,70.32443880724846
AMAC_A03,LEFT,0,3,13,1.2320158552034283e-05,-0.001180097348792064,-0.12590445139781972,70.56765616063703
AMAC_A03,LEFT,0,3,14,1.3041464585420955e-05,-0.0012492066968571853,-0.12511056962232625,69.02625128905952
AMAC_A03,LEFT,0,3,15,1.3114801733687597e-05,-0.0012565852880435605,-0.12297393605739633,67.88900665922606
AMAC_A03,LEFT,1,0,0,2.2907300360731636e-08,7.293685021551047e-07,-0.1255725787090726,8719.378673850395
AMAC_A03,LEFT,1,0,1,4.90763426445371e-08,-1.932788720875972e-06,-0.15133537694752755,33149.19453850324
