AMAC,Channel,BandgapControl,RampGain,OpAmpGain,m,b,Voff,RI
AMAC_C02,LEFT,0,0,0,3.97786892381351e-08,-3.463813468086659e-06,-0.1080483475482999,50.0000001003182
AMAC_C02,LEFT,0,0,1,1.2066648222701947e-07,-1.094375002216731e-05,-0.1198946497872618,875.6926903367896
AMAC_C02,LEFT,0,0,2,9.298560006302877e-07,-8.490522297043129e-05,-0.1237313986692054,108.52942075776757
AMAC_C02,LEFT,0,0,3,1.0213914538651928e-06,-9.327160796993593e-05,-0.12582232514355268,66.50408660179319
AMAC_C02,LEFT,0,0,4,4.333285545949003e-06,-0.0003951948193680822,-0.12306168707514598,68.96277404624512
AMAC_C02,LEFT,0,0,5,4.419221162971687e-06,-0.0004029913926933197,-0.12287459856405084,68.94461432484567
AMAC_C02,LEFT,0,0,6,5.216832098055327e-06,-0.00047604461930288167,-0.12351050710115898,69.43426825365336
AMAC_C02,LEFT,0,0,7,5.295144934188267e-06,-0.0004830281661078932,-0.12337008276409968,69.74415795995745
AMAC_C02,LEFT,0,0,8,9.506488161244553e-06,-0.000865592684426183,-0.1271944137587265,71.90395731216725
AMAC_C02,LEFT,0,0,9,9.608470046051652e-06,-0.0008749796003035734,-0.1271768466960602,71.61002251873413
AMAC_C02,LEFT,0,0,10,1.0345437337555107e-05,-0.0009412765988259857,-0.12981298016471357,74.10984740242117
AMAC_C02,LEFT,0,0,11,1.0424663553248967e-05,-0.0009482836207781675,-0.12853411052736263,73.5981079223781
AMAC_C02,LEFT,0,0,12,1.3628571510462499e-05,-0.0012395092388511415,-0.12927270392303333,74.58011391107672
AMAC_C02,LEFT,0,0,13,1.3713804347662886e-05,-0.0012466838931379804,-0.13058904383511133,75.00450258397913
AMAC_C02,LEFT,0,0,14,1.445507945576026e-05,-0.0013145832651189882,-0.13000414732824095,75.14695243585125
AMAC_C02,LEFT,0,0,15,1.4517441265937683e-05,-0.0013197113424222758,-0.1303089715123605,75.73203807661277
AMAC_C02,LEFT,0,1,0,1.667787652840337e-08,-2.74689295430423e-06,-0.5722860599483887,37660.00782866449
AMAC_C02,LEFT,0,1,1,5.256513493231405e-08,-1.0497003271065716e-05,-0.11802332377671013,816.018942913373
AMAC_C02,LEFT,0,1,2,3.1396082171885966e-07,-6.33254819278409e-05,-0.12937242211414743,3013.376658651694
AMAC_C02,LEFT,0,1,4,1.913236966042896e-06,-0.0003864014259955005,-0.19664028062898106,158.0096362648529
AMAC_C02,LEFT,0,1,5,1.947229399718628e-06,-0.00039327514709378925,-0.1960379064711342,158.46685470286266
AMAC_C02,LEFT,0,1,6,2.2519233705160123e-06,-0.0004564943965870328,-0.11601183431196269,65.78116671276014
AMAC_C02,LEFT,0,1,7,2.286455274759956e-06,-0.0004636613512613283,-0.11312560208158953,62.58662707948881
AMAC_C02,LEFT,0,1,8,4.152019770504436e-06,-0.0008417632683058435,-0.12493820139067016,70.0031747059685
AMAC_C02,LEFT,0,1,9,4.190935500868049e-06,-0.0008494810664751611,-0.12515961035786913,69.89020539275978
AMAC_C02,LEFT,0,1,10,4.5282480140767336e-06,-0.0009176150385753897,-0.12743437880733832,72.0141101041444
AMAC_C02,LEFT,0,1,11,4.559380761341863e-06,-0.0009239206377206651,-0.12677197081243802,71.62949140652955
AMAC_C02,LEFT,0,1,12,5.98667162606333e-06,-0.001213241413048205,-0.12825862209687375,72.13382700485151
AMAC_C02,LEFT,0,1,13,6.0074195232135904e-06,-0.0012175101075109016,-0.12844253033184344,72.99839684860692
AMAC_C02,LEFT,0,1,14,6.356771028506155e-06,-0.0012884204705155358,-0.1274886139022397,71.84658371911785
AMAC_C02,LEFT,0,1,15,6.417850302839853e-06,-0.001301045944251769,-0.12749110183042467,70.9652279909342
AMAC_C02,LEFT,0,2,0,3.0909825895332636e-08,-3.417633175335905e-06,-0.1037331686987036,2.964425580009866e-14
AMAC_C02,LEFT,0,2,1,8.973152390246285e-08,-1.0272993100544675e-05,-0.1318950195003918,2052.4181311022694
AMAC_C02,LEFT,0,2,2,7.224374171456055e-07,-8.398881361640198e-05,-0.12411215012336227,111.21807312832854
AMAC_C02,LEFT,0,2,3,7.934813537732574e-07,-9.226991087747111e-05,-0.12434894054354959,65.7801960318246
AMAC_C02,LEFT,0,2,4,3.3625016326891066e-06,-0.0003902747128015912,-0.12226168954631529,69.61539679421362
AMAC_C02,LEFT,0,2,5,3.4272325383653364e-06,-0.0003977274656347072,-0.12251834932805383,70.02888523884664
AMAC_C02,LEFT,0,2,6,4.043720322823938e-06,-0.0004694104336092293,-0.12282651495533456,70.24842937577078
AMAC_C02,LEFT,0,2,7,4.111697028882759e-06,-0.0004772752462973074,-0.12327851865179275,70.32433397918957
AMAC_C02,LEFT,0,2,8,7.39089202902221e-06,-0.0008566001716639463,-0.12665676709525764,71.80750889988732
AMAC_C02,LEFT,0,2,9,7.459134255964959e-06,-0.0008641183961679102,-0.1260655712281682,71.41318421133938
AMAC_C02,LEFT,0,2,10,8.04197300731702e-06,-0.0009315690041352464,-0.12816574730667288,73.69089762288057
AMAC_C02,LEFT,0,2,11,8.112366246838947e-06,-0.0009395436194370791,-0.12897370047413395,73.90540611037389
AMAC_C02,LEFT,0,2,12,1.0654811657796588e-05,-0.001234553182366727,-0.1291134192526307,73.66043187898636
AMAC_C02,LEFT,0,2,13,1.070575459039515e-05,-0.0012401854344964568,-0.12971463180617546,74.36241220202287
AMAC_C02,LEFT,0,2,14,1.1285654065784748e-05,-0.0013075117573725825,-0.12952249037133345,74.29783365288846
AMAC_C02,LEFT,0,2,15,1.1368723848762504e-05,-0.001317268365954699,-0.12935767841948756,73.95955784422914
AMAC_C02,LEFT,0,3,0,3.3207463558644255e-08,-3.5849298352166787e-06,-0.10903778931713064,1.9450875222563245e-05
AMAC_C02,LEFT,0,3,1,9.826128596313289e-08,-1.0861735352189112e-05,-0.10268996751990336,1.0569042826181048e-09
AMAC_C02,LEFT,0,3,2,7.550738441587686e-07,-8.411107946107506e-05,-0.12219744386554506,107.78604545014295
AMAC_C02,LEFT,0,3,3,8.300052911849457e-07,-9.250799756253785e-05,-0.12659473816502773,68.54832363794999
AMAC_C02,LEFT,0,3,4,3.5151539469275314e-06,-0.00039096115778811076,-0.12227912889603088,69.75174264858623
AMAC_C02,LEFT,0,3,5,3.5827697702325233e-06,-0.00039844253797279743,-0.12262851116524362,69.94944710853214
AMAC_C02,LEFT,0,3,6,4.221804851421344e-06,-0.00046968470769714296,-0.1230223078718203,70.58581905633744
AMAC_C02,LEFT,0,3,7,4.295976676520275e-06,-0.0004778511219310554,-0.12357636046024893,70.59320480601023
AMAC_C02,LEFT,0,3,8,7.754826052107548e-06,-0.0008621784539100006,-0.12580879536451114,70.6489393261432
AMAC_C02,LEFT,0,3,9,7.823010998371872e-06,-0.0008700443372678757,-0.12643063021509615,71.10827870365469
AMAC_C02,LEFT,0,3,10,8.477278134038912e-06,-0.0009431824486103089,-0.1281956836824449,71.7819116106638
AMAC_C02,LEFT,0,3,11,8.519581058508679e-06,-0.0009474064249866012,-0.1282735402338752,72.46182171463882
AMAC_C02,LEFT,0,3,12,1.1096706295993422e-05,-0.0012318633956535238,-0.1301259898769578,74.75306277179779
AMAC_C02,LEFT,0,3,13,1.11301863676848e-05,-0.0012350547341855793,-0.1307336259431557,75.69147830866228
AMAC_C02,LEFT,0,3,14,1.1753406350846584e-05,-0.0013044378228007955,-0.1299999086643962,75.32679521507363
AMAC_C02,LEFT,0,3,15,1.1848606677796335e-05,-0.0013148247904872339,-0.13035904214653693,74.94744197209265
AMAC_C02,LEFT,1,0,0,4.072535099710252e-08,-3.6199559867311295e-06,-0.11020676680820977,91.74549624708163
