AMAC,Channel,BandgapControl,RampGain,OpAmpGain,m,b,Voff,RI
AMAC_K03,LEFT,0,0,0,4.082710968499481e-08,-3.3328557174819995e-06,-0.10437863621606765,0.0005550103654668043
AMAC_K03,LEFT,0,0,1,1.2928954521478435e-07,-1.111510702451373e-05,-0.11897068114865438,537.1765392667534
AMAC_K03,LEFT,0,0,2,9.601131642865695e-07,-8.254580200371079e-05,-0.11878222047477331,91.66680337083221
AMAC_K03,LEFT,0,0,3,1.0557373955072088e-06,-9.082259893459711e-05,-0.12226366642986378,55.683081648428015
AMAC_K03,LEFT,0,0,4,4.545840472285205e-06,-0.0003904253819230763,-0.1229309976723838,63.43130709371611
AMAC_K03,LEFT,0,0,5,4.637291786486245e-06,-0.0003982478577175655,-0.12268465397232192,63.478511988310835
AMAC_K03,LEFT,0,0,6,5.444447024441117e-06,-0.00046709718005129807,-0.12253823600469442,64.39012454281225
AMAC_K03,LEFT,0,0,7,5.530611667782978e-06,-0.00047459904121908904,-0.12279648950043279,64.5020322170578
AMAC_K03,LEFT,0,0,8,9.9169994934458e-06,-0.0008510590598629379,-0.12597657506641968,66.15456517980049
AMAC_K03,LEFT,0,0,9,9.984265849655022e-06,-0.0008568620109241219,-0.12505219473895318,66.22702522088896
AMAC_K03,LEFT,0,0,10,1.0827083320478172e-05,-0.0009292696571688924,-0.1266592580849184,66.83713668350059
AMAC_K03,LEFT,0,0,11,1.0923699781181998e-05,-0.0009375945842960287,-0.12718615817195136,67.04998671568698
AMAC_K03,LEFT,0,0,12,1.4435540145159924e-05,-0.0012396251013486103,-0.12974567305679707,68.11725345431867
AMAC_K03,LEFT,0,0,13,1.4509511651462812e-05,-0.0012459049023243903,-0.13039998995797478,68.35758306534534
AMAC_K03,LEFT,0,0,14,1.5329325832019018e-05,-0.0013162366410531168,-0.12952756920804057,67.99303427207612
AMAC_K03,LEFT,0,0,15,1.5392337606384222e-05,-0.0013217869437927843,-0.1301248636091621,68.46741696411266
AMAC_K03,LEFT,0,1,0,1.856648001007356e-08,-2.857260351441228e-06,-0.4493832008969449,27977.774779403284
AMAC_K03,LEFT,0,1,1,5.888522776999483e-08,-1.0605545374941282e-05,-0.10958521954890929,8.12036216046863e-10
AMAC_K03,LEFT,0,1,2,3.9671621872180433e-07,-7.200156224579685e-05,-0.1169665786882191,1181.4770288117545
AMAC_K03,LEFT,0,1,3,4.306897689717495e-07,-7.818888138681075e-05,-0.12060757069468037,1280.180875043578
AMAC_K03,LEFT,0,1,4,2.079587623272707e-06,-0.00037756580609704654,-0.114611131465812,58.10590393095436
AMAC_K03,LEFT,0,1,5,2.117808583262119e-06,-0.00038460761805013876,-0.11054962263925984,54.21256721295157
AMAC_K03,LEFT,0,1,6,2.4997420057736127e-06,-0.00045375501923568175,-0.12375170446379495,67.50338241506572
AMAC_K03,LEFT,0,1,7,2.5381952824028245e-06,-0.0004609418429292085,-0.11723694541050689,61.367421948219665
AMAC_K03,LEFT,0,1,8,4.573052535244519e-06,-0.0008301585504998076,-0.12304086157127875,63.8514510143988
AMAC_K03,LEFT,0,1,9,4.600015589103901e-06,-0.0008347184694838523,-0.12357444330290329,64.8286310522411
AMAC_K03,LEFT,0,1,10,5.000808943923166e-06,-0.0009081912336227749,-0.12473915424683764,64.65908104239017
AMAC_K03,LEFT,0,1,11,5.0254852765429735e-06,-0.0009122101596201466,-0.1251241363896364,65.85624526703225
AMAC_K03,LEFT,0,1,12,6.6321236449418365e-06,-0.0012041322229763493,-0.12691605801342315,66.65122134025894
AMAC_K03,LEFT,0,1,13,6.684532814661115e-06,-0.0012140158133673092,-0.12727889212065674,66.47447271089652
AMAC_K03,LEFT,0,1,14,7.042045958768901e-06,-0.0012789617540292996,-0.12713801657010493,66.88497779804419
AMAC_K03,LEFT,0,1,15,7.094856495994429e-06,-0.001288290648458818,-0.12770238626532268,66.75179668140849
AMAC_K03,LEFT,0,2,0,3.264071904043306e-08,-3.430680816004415e-06,-0.10584750098480103,100.00276148629663
AMAC_K03,LEFT,0,2,1,8.962606818693826e-08,-9.530782005869289e-06,-0.12520162897495873,1989.4473925474979
AMAC_K03,LEFT,0,2,2,7.480540381716573e-07,-8.180482801077043e-05,-0.11676983604377376,89.95608113030356
AMAC_K03,LEFT,0,2,3,8.216962915246424e-07,-8.970800201665719e-05,-0.12039521128449043,54.57663392652694
