AMAC,Channel,BandgapControl,RampGain,OpAmpGain,m,b,Voff,RI
AMAC_L03,LEFT,0,0,0,4.219717620274373e-08,-3.4542318156413816e-06,-0.10741518999871802,943.4331677666175
AMAC_L03,LEFT,0,0,1,1.3552817891950234e-07,-1.146557689457609e-05,-0.12135704946724174,1157.4791371593208
AMAC_L03,LEFT,0,0,2,1.04711984124173e-06,-8.951498356888902e-05,-0.11878395900205503,51.29275165724325
AMAC_L03,LEFT,0,0,3,1.1452243857735282e-06,-9.783330314366984e-05,-0.12293341563321761,57.12784836441522
AMAC_L03,LEFT,0,0,4,4.815540634358843e-06,-0.0004113017411545667,-0.11949770669219027,61.050213919877535
AMAC_L03,LEFT,0,0,5,4.919104874683687e-06,-0.00042036666906013497,-0.120005215458228,61.170712603738934
AMAC_L03,LEFT,0,0,6,5.814009445225435e-06,-0.0004970529562069229,-0.12024390839448462,61.59291552735899
AMAC_L03,LEFT,0,0,7,5.918624680048682e-06,-0.0005061641707060708,-0.12013282144746411,61.47685713893165
AMAC_L03,LEFT,0,0,8,1.0503431597187562e-05,-0.0008975176420081791,-0.1233615821407344,62.99289022819176
AMAC_L03,LEFT,0,0,9,1.0638775995196197e-05,-0.0009100501030374608,-0.12298134073182587,62.017816151781616
AMAC_L03,LEFT,0,0,10,1.152476006088307e-05,-0.0009856015280913049,-0.1254541253117648,64.00116368566276
AMAC_L03,LEFT,0,0,11,1.1559012945799174e-05,-0.0009879169764384246,-0.1247210917681928,64.88047744962576
AMAC_L03,LEFT,0,0,12,1.5216228181714627e-05,-0.0012998516737857046,-0.12633525946821333,65.61754614693322
AMAC_L03,LEFT,0,0,13,1.5323994936451113e-05,-0.001309448008774319,-0.12552184257409946,65.21662607032594
AMAC_L03,LEFT,0,0,14,1.6114949616899863e-05,-0.0013755062619547908,-0.12750991535709538,67.13057140528676
AMAC_L03,LEFT,0,0,15,1.631777142204216e-05,-0.0013944285958523552,-0.12887062649413902,66.3433032631592
AMAC_L03,LEFT,0,1,0,2.098855473347522e-08,-1.3768518582485794e-05,9.88863383004063,95.92511773525547
AMAC_L03,LEFT,0,1,1,5.8838518204502745e-08,-1.070942527400723e-05,-0.1258247199621252,1778.4158636659151
AMAC_L03,LEFT,0,1,2,6.720727054856792e-08,-1.105087897218556e-05,-0.2182779606796529,60874.74702518587
AMAC_L03,LEFT,0,1,3,5.2454386232220156e-08,-8.167203015418593e-06,-0.2772120508773373,89447.61762791338
AMAC_L03,LEFT,0,1,4,2.169051748310396e-06,-0.0004022159343918437,-0.1108772263069029,54.128205824790086
AMAC_L03,LEFT,0,1,5,2.236832862706534e-06,-0.00041387603352351614,-0.15728220932010875,97.13000586695922
AMAC_L03,LEFT,0,1,6,2.617879636142277e-06,-0.0004850798236100797,-0.12266306876686427,65.94074297401203
AMAC_L03,LEFT,0,1,7,2.6761458920972365e-06,-0.0004953423720597428,-0.14703944075965703,89.53728464050025
AMAC_L03,LEFT,0,1,8,4.739442391671836e-06,-0.0008785462581951585,-0.12292862657591293,62.564450078469655
AMAC_L03,LEFT,0,1,9,4.776919512323615e-06,-0.0008853147488677988,-0.12255216229827542,62.8406111556038
AMAC_L03,LEFT,0,1,10,5.1824563669964795e-06,-0.0009605662334583179,-0.12458985831087968,64.11458050078582
AMAC_L03,LEFT,0,1,11,5.2216715934292815e-06,-0.0009676534448293762,-0.1253797492805424,65.03613324209847
AMAC_L03,LEFT,0,1,12,6.850599838025907e-06,-0.0012686213362257646,-0.12627013341901125,66.12703181378052
AMAC_L03,LEFT,0,1,13,6.931130270237689e-06,-0.001284483594763471,-0.12711908061007876,65.27397249957853
AMAC_L03,LEFT,0,1,14,7.293247904496608e-06,-0.0013510329568255056,-0.1263939680965698,66.10108553324797
AMAC_L03,LEFT,0,1,15,7.344463365891266e-06,-0.0013608997502395743,-0.12600299938099696,65.34725465837839
AMAC_L03,LEFT,0,2,0,3.372119200250555e-08,-3.4748635569489186e-06,-0.10897385298811997,775.8676773321438
AMAC_L03,LEFT,0,2,1,9.354765958178791e-08,-9.935398020536772e-06,-0.08426229703781658,163.77590770863299
AMAC_L03,LEFT,0,2,2,8.154232911311639e-07,-8.892775127366994e-05,-0.12069978613665978,54.39808185295248
AMAC_L03,LEFT,0,2,3,8.916896774680921e-07,-9.714880568419003e-05,-0.1231438121511181,57.74410006775907
AMAC_L03,LEFT,0,2,4,3.7489246123928015e-06,-0.00040819148589605616,-0.12003255037871836,61.80627616806102
AMAC_L03,LEFT,0,2,5,3.82531206490301e-06,-0.0004165859023775488,-0.1198581419602354,61.7389720803323
AMAC_L03,LEFT,0,2,6,4.509056729231899e-06,-0.0004907627760810065,-0.12026754105126002,62.677432476381625
AMAC_L03,LEFT,0,2,7,4.584663019687366e-06,-0.0004991332892925336,-0.12038867491694798,62.84798564756677
AMAC_L03,LEFT,0,2,8,8.095119655644511e-06,-0.000880619040554355,-0.1232911632745302,65.24043823747758
AMAC_L03,LEFT,0,2,9,8.17897133343162e-06,-0.0008896739681930747,-0.12320780305825978,64.9816302354755
AMAC_L03,LEFT,0,2,10,8.880225304951843e-06,-0.00096612045159389,-0.12543187714152465,66.10782029679196
AMAC_L03,LEFT,0,2,11,8.954369176644791e-06,-0.0009742600094598095,-0.12525790494295214,66.22760768334392
AMAC_L03,LEFT,0,2,12,1.1800378543743198e-05,-0.0012843481423506107,-0.12773949111688732,67.49935496575729
AMAC_L03,LEFT,0,2,13,1.1891285435774509e-05,-0.0012942767538577974,-0.12672845005697908,66.52239689204426
AMAC_L03,LEFT,0,2,14,1.2554385548724205e-05,-0.0013664068678806587,-0.1269563410439664,67.03700037810677
AMAC_L03,LEFT,0,2,15,1.2629968447069477e-05,-0.0013746653432712191,-0.12679365008428026,66.78893752268114
AMAC_L03,LEFT,0,3,0,3.588922850505909e-08,-3.5432507833976094e-06,-0.10601370906785519,200.0002519930277
AMAC_L03,LEFT,0,3,1,1.0223088537658356e-07,-1.0454563889927828e-05,-0.10607537980510018,966.952137846928
AMAC_L03,LEFT,0,3,2,8.558012749089531e-07,-8.900459022431895e-05,-0.1202228519461992,53.66009822784751
AMAC_L03,LEFT,0,3,3,9.358289175528752e-07,-9.726551236250217e-05,-0.12126243456477984,55.187855421932824
AMAC_L03,LEFT,0,3,4,3.932008799122707e-06,-0.0004086201427505965,-0.11988493950569445,61.885934115506764
AMAC_L03,LEFT,0,3,5,4.009371004026343e-06,-0.00041652106013416093,-0.11971705960603134,61.97749843925058
AMAC_L03,LEFT,0,3,6,4.725161371352374e-06,-0.0004904568290439195,-0.12031424908017563,63.098981611595086
AMAC_L03,LEFT,0,3,7,4.80656635289472e-06,-0.0004990951497837052,-0.12043765041578651,63.19845607296845
AMAC_L03,LEFT,0,3,8,8.534414402353646e-06,-0.0008858371225361787,-0.12374138042265495,64.58655119443974
AMAC_L03,LEFT,0,3,9,8.6091974721073e-06,-0.0008935164602931172,-0.12315229188676818,64.32617955874666
AMAC_L03,LEFT,0,3,10,9.303238714888389e-06,-0.0009655321606359428,-0.1254490462182595,66.51563244774668
AMAC_L03,LEFT,0,3,11,9.377364042900448e-06,-0.0009733341332119983,-0.12512106150517294,66.48923173154768
AMAC_L03,LEFT,0,3,12,1.2409819135867854e-05,-0.0012887143042888142,-0.12647968805882526,66.37041899707235
AMAC_L03,LEFT,0,3,13,1.2454838710002626e-05,-0.0012932980824170832,-0.12729862981290735,67.30586477520438
AMAC_L03,LEFT,0,3,14,1.3208723120236926e-05,-0.001371603559701123,-0.12806449343131981,67.20674612057137
AMAC_L03,LEFT,0,3,15,1.3299362469326234e-05,-0.0013810840663184948,-0.12663902283489845,66.2897881639473
