AMAC,Channel,BandgapControl,RampGain,OpAmpGain,m,b,Voff,RI
AMAC_K10,LEFT,0,0,0,4.223555394784499e-08,-3.434725479529683e-06,-0.10651949943141896,200.00029978166842
AMAC_K10,LEFT,0,0,1,1.3013401583449354e-07,-1.0920374338667193e-05,-0.11486799611516524,556.806076452086
AMAC_K10,LEFT,0,0,2,9.714576311630006e-07,-8.172975895750585e-05,-0.11433808894950392,51.311884108850414
AMAC_K10,LEFT,0,0,3,1.0626979582682117e-06,-8.93113458729313e-05,-0.11853750484494083,57.11121470811283
AMAC_K10,LEFT,0,0,4,4.473013360522003e-06,-0.0003761111136623077,-0.11752303458979518,60.93475733055381
AMAC_K10,LEFT,0,0,5,4.559562843102173e-06,-0.0003830657730909528,-0.11823692537356637,61.68234390206293
AMAC_K10,LEFT,0,0,6,5.377086183674383e-06,-0.0004516614881084201,-0.11805788882754494,62.4594128870387
AMAC_K10,LEFT,0,0,7,5.465060081942747e-06,-0.00045883138241398474,-0.11826314827762038,62.723386842141636
AMAC_K10,LEFT,0,0,8,9.70592352190215e-06,-0.0008138270673130697,-0.12102668102291064,64.40507190869761
AMAC_K10,LEFT,0,0,9,9.795936522486553e-06,-0.0008211495176328457,-0.12079155114879589,64.44455401956314
AMAC_K10,LEFT,0,0,10,1.0595265238791223e-05,-0.0008885647965591255,-0.12077302121973076,65.14321428872492
AMAC_K10,LEFT,0,0,11,1.071168280184005e-05,-0.0008981937864654724,-0.1218311710539078,65.27520965144802
AMAC_K10,LEFT,0,0,12,1.4048090553757027e-05,-0.0011783107420443144,-0.12401611533850504,67.0229206486484
AMAC_K10,LEFT,0,0,13,1.4109625717113272e-05,-0.0011836561331926637,-0.12234557567045022,66.75495142092947
AMAC_K10,LEFT,0,0,14,1.4965850422700817e-05,-0.001255671344356153,-0.12368509715569967,66.6754384798239
AMAC_K10,LEFT,0,0,15,1.5022018296466375e-05,-0.0012602675654156091,-0.12269635523055504,66.60698979680613
AMAC_K10,LEFT,0,1,0,2.0852379698203206e-08,-3.7277451298230395e-06,-0.10538058719619925,100.00009971039353
AMAC_K10,LEFT,0,1,1,5.57189478130672e-08,-9.892865189652687e-06,-0.10762577140224852,606.3821565551417
AMAC_K10,LEFT,0,1,2,3.829654603472051e-07,-6.893532284323635e-05,-0.11417834005405747,1419.9192591456642
AMAC_K10,LEFT,0,1,3,4.0025344636316946e-07,-7.195288905492479e-05,-0.11610231320482357,1950.9119648485691
AMAC_K10,LEFT,0,1,4,1.9977368080286463e-06,-0.0003604330294706651,-0.10308345093353216,49.51660061782325
AMAC_K10,LEFT,0,1,5,2.040311389938254e-06,-0.00036802027098825933,-0.10759854632200143,53.862987318950864
